,0,standard_buses
253,3230.88685012,21.0
253,3230.88685012,21.0
253,3230.88685012,21.0
253,3230.88685012,21.0
253,3230.88685012,21.0
253,3230.88685012,21.0
253,3230.88685012,21.0
253,3230.88685012,21.0
253,3230.88685012,21.0
253,3230.88685012,21.0
253,3230.88685012,21.0
253,3230.88685012,21.0
253,3230.88685012,21.0
254,2273.1638895,4.0
254,2273.1638895,4.0
254,2273.1638895,4.0
254,2273.1638895,4.0
255,3766.20080928,4.0
255,3766.20080928,4.0
255,3766.20080928,4.0
255,3766.20080928,4.0
256,3766.20080928,19.0
256,3766.20080928,19.0
256,3766.20080928,19.0
256,3766.20080928,19.0
256,3766.20080928,19.0
256,3766.20080928,19.0
256,3766.20080928,19.0
256,3766.20080928,19.0
256,3766.20080928,19.0
256,3766.20080928,19.0
256,3766.20080928,19.0
256,3766.20080928,19.0
256,3766.20080928,19.0
256,3766.20080928,19.0
256,3766.20080928,19.0
256,3766.20080928,19.0
256,3766.20080928,19.0
256,3766.20080928,19.0
256,3766.20080928,19.0
257,2273.1638895,19.0
257,2273.1638895,19.0
257,2273.1638895,19.0
257,2273.1638895,19.0
257,2273.1638895,19.0
257,2273.1638895,19.0
257,2273.1638895,19.0
257,2273.1638895,19.0
257,2273.1638895,19.0
257,2273.1638895,19.0
257,2273.1638895,19.0
257,2273.1638895,19.0
257,2273.1638895,19.0
257,2273.1638895,19.0
257,2273.1638895,19.0
257,2273.1638895,19.0
257,2273.1638895,19.0
257,2273.1638895,19.0
257,2273.1638895,19.0
258,954.9476841940001,4.0
258,954.9476841940001,4.0
258,954.9476841940001,4.0
258,954.9476841940001,4.0
259,11500.65255456,4.0
259,11500.65255456,4.0
259,11500.65255456,4.0
259,11500.65255456,4.0
260,9402.54128166,4.0
260,9402.54128166,4.0
260,9402.54128166,4.0
260,9402.54128166,4.0
261,5355.69701738,4.0
261,5355.69701738,4.0
261,5355.69701738,4.0
261,5355.69701738,4.0
262,4044.6546754,8.0
262,4044.6546754,8.0
262,4044.6546754,8.0
262,4044.6546754,8.0
262,4044.6546754,8.0
262,4044.6546754,8.0
262,4044.6546754,8.0
262,4044.6546754,8.0
263,7727.831393919999,3.0
263,7727.831393919999,3.0
263,7727.831393919999,3.0
264,6670.37681376,3.0
264,6670.37681376,3.0
264,6670.37681376,3.0
265,2113.58787972,3.0
265,2113.58787972,3.0
265,2113.58787972,3.0
266,7180.59016926,3.0
266,7180.59016926,3.0
266,7180.59016926,3.0
267,3009.9433774,1.0
268,6670.37681376,1.0
269,9402.54128166,4.0
269,9402.54128166,4.0
269,9402.54128166,4.0
269,9402.54128166,4.0
270,2986.48736202,11.0
270,2986.48736202,11.0
270,2986.48736202,11.0
270,2986.48736202,11.0
270,2986.48736202,11.0
270,2986.48736202,11.0
270,2986.48736202,11.0
270,2986.48736202,11.0
270,2986.48736202,11.0
270,2986.48736202,11.0
270,2986.48736202,11.0
271,3416.4321157,11.0
271,3416.4321157,11.0
271,3416.4321157,11.0
271,3416.4321157,11.0
271,3416.4321157,11.0
271,3416.4321157,11.0
271,3416.4321157,11.0
271,3416.4321157,11.0
271,3416.4321157,11.0
271,3416.4321157,11.0
271,3416.4321157,11.0
272,8020.1654454,6.0
272,8020.1654454,6.0
272,8020.1654454,6.0
272,8020.1654454,6.0
272,8020.1654454,6.0
272,8020.1654454,6.0
273,320.29157882,6.0
273,320.29157882,6.0
273,320.29157882,6.0
273,320.29157882,6.0
273,320.29157882,6.0
273,320.29157882,6.0
274,9146.26501376,2.0
274,9146.26501376,2.0
275,3766.20080928,2.0
275,3766.20080928,2.0
276,3633.8876568000014,4.0
276,3633.8876568000014,4.0
276,3633.8876568000014,4.0
276,3633.8876568000014,4.0
277,603.6704630759999,4.0
277,603.6704630759999,4.0
277,603.6704630759999,4.0
277,603.6704630759999,4.0
278,6638.04914086,4.0
278,6638.04914086,4.0
278,6638.04914086,4.0
278,6638.04914086,4.0
279,11500.65255456,4.0
279,11500.65255456,4.0
279,11500.65255456,4.0
279,11500.65255456,4.0
280,603.6704630759999,3.0
280,603.6704630759999,3.0
280,603.6704630759999,3.0
281,9941.935528719998,3.0
281,9941.935528719998,3.0
281,9941.935528719998,3.0
282,9941.935528719998,3.0
282,9941.935528719998,3.0
282,9941.935528719998,3.0
283,8230.64850182,3.0
283,8230.64850182,3.0
283,8230.64850182,3.0
284,8039.42974144,39.0
284,8039.42974144,39.0
284,8039.42974144,39.0
284,8039.42974144,39.0
284,8039.42974144,39.0
284,8039.42974144,39.0
284,8039.42974144,39.0
284,8039.42974144,39.0
284,8039.42974144,39.0
284,8039.42974144,39.0
284,8039.42974144,39.0
284,8039.42974144,39.0
284,8039.42974144,39.0
284,8039.42974144,39.0
284,8039.42974144,39.0
284,8039.42974144,39.0
284,8039.42974144,39.0
284,8039.42974144,39.0
284,8039.42974144,39.0
284,8039.42974144,39.0
284,8039.42974144,39.0
284,8039.42974144,39.0
284,8039.42974144,39.0
284,8039.42974144,39.0
284,8039.42974144,39.0
284,8039.42974144,39.0
284,8039.42974144,39.0
284,8039.42974144,39.0
284,8039.42974144,39.0
284,8039.42974144,39.0
284,8039.42974144,39.0
284,8039.42974144,39.0
284,8039.42974144,39.0
284,8039.42974144,39.0
284,8039.42974144,39.0
284,8039.42974144,39.0
284,8039.42974144,39.0
284,8039.42974144,39.0
284,8039.42974144,39.0
285,8969.27528212,4.0
285,8969.27528212,4.0
285,8969.27528212,4.0
285,8969.27528212,4.0
286,17182.08746544,4.0
286,17182.08746544,4.0
286,17182.08746544,4.0
286,17182.08746544,4.0
287,3766.20080928,4.0
287,3766.20080928,4.0
287,3766.20080928,4.0
287,3766.20080928,4.0
288,9402.54128166,4.0
288,9402.54128166,4.0
288,9402.54128166,4.0
288,9402.54128166,4.0
289,4915.86221154,5.0
289,4915.86221154,5.0
289,4915.86221154,5.0
289,4915.86221154,5.0
289,4915.86221154,5.0
290,3745.09151178,5.0
290,3745.09151178,5.0
290,3745.09151178,5.0
290,3745.09151178,5.0
290,3745.09151178,5.0
291,4883.030625319999,3.0
291,4883.030625319999,3.0
291,4883.030625319999,3.0
292,8039.42974144,3.0
292,8039.42974144,3.0
292,8039.42974144,3.0
293,5796.87880466,3.0
293,5796.87880466,3.0
293,5796.87880466,3.0
294,6111.90339696,6.0
294,6111.90339696,6.0
294,6111.90339696,6.0
294,6111.90339696,6.0
294,6111.90339696,6.0
294,6111.90339696,6.0
295,8393.83444012,6.0
295,8393.83444012,6.0
295,8393.83444012,6.0
295,8393.83444012,6.0
295,8393.83444012,6.0
295,8393.83444012,6.0
296,603.6704630759999,8.0
296,603.6704630759999,8.0
296,603.6704630759999,8.0
296,603.6704630759999,8.0
296,603.6704630759999,8.0
296,603.6704630759999,8.0
296,603.6704630759999,8.0
296,603.6704630759999,8.0
297,954.9476841940001,8.0
297,954.9476841940001,8.0
297,954.9476841940001,8.0
297,954.9476841940001,8.0
297,954.9476841940001,8.0
297,954.9476841940001,8.0
297,954.9476841940001,8.0
297,954.9476841940001,8.0
298,22758.5273558,23.0
298,22758.5273558,23.0
298,22758.5273558,23.0
298,22758.5273558,23.0
298,22758.5273558,23.0
298,22758.5273558,23.0
298,22758.5273558,23.0
298,22758.5273558,23.0
298,22758.5273558,23.0
298,22758.5273558,23.0
298,22758.5273558,23.0
298,22758.5273558,23.0
298,22758.5273558,23.0
298,22758.5273558,23.0
298,22758.5273558,23.0
298,22758.5273558,23.0
298,22758.5273558,23.0
298,22758.5273558,23.0
298,22758.5273558,23.0
298,22758.5273558,23.0
298,22758.5273558,23.0
298,22758.5273558,23.0
298,22758.5273558,23.0
299,12905.97519264,23.0
299,12905.97519264,23.0
299,12905.97519264,23.0
299,12905.97519264,23.0
299,12905.97519264,23.0
299,12905.97519264,23.0
299,12905.97519264,23.0
299,12905.97519264,23.0
299,12905.97519264,23.0
299,12905.97519264,23.0
299,12905.97519264,23.0
299,12905.97519264,23.0
299,12905.97519264,23.0
299,12905.97519264,23.0
299,12905.97519264,23.0
299,12905.97519264,23.0
299,12905.97519264,23.0
299,12905.97519264,23.0
299,12905.97519264,23.0
299,12905.97519264,23.0
299,12905.97519264,23.0
299,12905.97519264,23.0
299,12905.97519264,23.0
300,3745.09151178,6.0
300,3745.09151178,6.0
300,3745.09151178,6.0
300,3745.09151178,6.0
300,3745.09151178,6.0
300,3745.09151178,6.0
301,9746.40358292,6.0
301,9746.40358292,6.0
301,9746.40358292,6.0
301,9746.40358292,6.0
301,9746.40358292,6.0
301,9746.40358292,6.0
302,9402.54128166,4.0
302,9402.54128166,4.0
302,9402.54128166,4.0
302,9402.54128166,4.0
303,5146.9366655600015,4.0
303,5146.9366655600015,4.0
303,5146.9366655600015,4.0
303,5146.9366655600015,4.0
304,8039.42974144,2.0
304,8039.42974144,2.0
305,7180.59016926,2.0
305,7180.59016926,2.0
306,8675.76883244,17.0
306,8675.76883244,17.0
306,8675.76883244,17.0
306,8675.76883244,17.0
306,8675.76883244,17.0
306,8675.76883244,17.0
306,8675.76883244,17.0
306,8675.76883244,17.0
306,8675.76883244,17.0
306,8675.76883244,17.0
306,8675.76883244,17.0
306,8675.76883244,17.0
306,8675.76883244,17.0
306,8675.76883244,17.0
306,8675.76883244,17.0
306,8675.76883244,17.0
306,8675.76883244,17.0
307,5796.87880466,17.0
307,5796.87880466,17.0
307,5796.87880466,17.0
307,5796.87880466,17.0
307,5796.87880466,17.0
307,5796.87880466,17.0
307,5796.87880466,17.0
307,5796.87880466,17.0
307,5796.87880466,17.0
307,5796.87880466,17.0
307,5796.87880466,17.0
307,5796.87880466,17.0
307,5796.87880466,17.0
307,5796.87880466,17.0
307,5796.87880466,17.0
307,5796.87880466,17.0
307,5796.87880466,17.0
308,9402.54128166,6.0
308,9402.54128166,6.0
308,9402.54128166,6.0
308,9402.54128166,6.0
308,9402.54128166,6.0
308,9402.54128166,6.0
309,11586.489157340002,6.0
309,11586.489157340002,6.0
309,11586.489157340002,6.0
309,11586.489157340002,6.0
309,11586.489157340002,6.0
309,11586.489157340002,6.0
310,6940.21856798,5.0
310,6940.21856798,5.0
310,6940.21856798,5.0
310,6940.21856798,5.0
310,6940.21856798,5.0
311,5146.9366655600015,5.0
311,5146.9366655600015,5.0
311,5146.9366655600015,5.0
311,5146.9366655600015,5.0
311,5146.9366655600015,5.0
312,6670.37681376,6.0
312,6670.37681376,6.0
312,6670.37681376,6.0
312,6670.37681376,6.0
312,6670.37681376,6.0
312,6670.37681376,6.0
313,20231.497824,6.0
313,20231.497824,6.0
313,20231.497824,6.0
313,20231.497824,6.0
313,20231.497824,6.0
313,20231.497824,6.0
314,3009.9433774,18.0
314,3009.9433774,18.0
314,3009.9433774,18.0
314,3009.9433774,18.0
314,3009.9433774,18.0
314,3009.9433774,18.0
314,3009.9433774,18.0
314,3009.9433774,18.0
314,3009.9433774,18.0
314,3009.9433774,18.0
314,3009.9433774,18.0
314,3009.9433774,18.0
314,3009.9433774,18.0
314,3009.9433774,18.0
314,3009.9433774,18.0
314,3009.9433774,18.0
314,3009.9433774,18.0
314,3009.9433774,18.0
315,5355.69701738,18.0
315,5355.69701738,18.0
315,5355.69701738,18.0
315,5355.69701738,18.0
315,5355.69701738,18.0
315,5355.69701738,18.0
315,5355.69701738,18.0
315,5355.69701738,18.0
315,5355.69701738,18.0
315,5355.69701738,18.0
315,5355.69701738,18.0
315,5355.69701738,18.0
315,5355.69701738,18.0
315,5355.69701738,18.0
315,5355.69701738,18.0
315,5355.69701738,18.0
315,5355.69701738,18.0
315,5355.69701738,18.0
316,12763.78679892,6.0
316,12763.78679892,6.0
316,12763.78679892,6.0
316,12763.78679892,6.0
316,12763.78679892,6.0
316,12763.78679892,6.0
317,9402.54128166,4.0
317,9402.54128166,4.0
317,9402.54128166,4.0
317,9402.54128166,4.0
318,508.727653946,4.0
318,508.727653946,4.0
318,508.727653946,4.0
318,508.727653946,4.0
319,5763.3994587,8.0
319,5763.3994587,8.0
319,5763.3994587,8.0
319,5763.3994587,8.0
319,5763.3994587,8.0
319,5763.3994587,8.0
319,5763.3994587,8.0
319,5763.3994587,8.0
320,6111.90339696,8.0
320,6111.90339696,8.0
320,6111.90339696,8.0
320,6111.90339696,8.0
320,6111.90339696,8.0
320,6111.90339696,8.0
320,6111.90339696,8.0
320,6111.90339696,8.0
321,8675.76883244,5.0
321,8675.76883244,5.0
321,8675.76883244,5.0
321,8675.76883244,5.0
321,8675.76883244,5.0
322,6111.90339696,5.0
322,6111.90339696,5.0
322,6111.90339696,5.0
322,6111.90339696,5.0
322,6111.90339696,5.0
323,9746.40358292,10.0
323,9746.40358292,10.0
323,9746.40358292,10.0
323,9746.40358292,10.0
323,9746.40358292,10.0
323,9746.40358292,10.0
323,9746.40358292,10.0
323,9746.40358292,10.0
323,9746.40358292,10.0
323,9746.40358292,10.0
324,6111.90339696,10.0
324,6111.90339696,10.0
324,6111.90339696,10.0
324,6111.90339696,10.0
324,6111.90339696,10.0
324,6111.90339696,10.0
324,6111.90339696,10.0
324,6111.90339696,10.0
324,6111.90339696,10.0
324,6111.90339696,10.0
325,7180.59016926,5.0
325,7180.59016926,5.0
325,7180.59016926,5.0
325,7180.59016926,5.0
325,7180.59016926,5.0
326,4021.08116862,5.0
326,4021.08116862,5.0
326,4021.08116862,5.0
326,4021.08116862,5.0
326,4021.08116862,5.0
327,16210.96760676,4.0
327,16210.96760676,4.0
327,16210.96760676,4.0
327,16210.96760676,4.0
328,9941.935528719998,4.0
328,9941.935528719998,4.0
328,9941.935528719998,4.0
328,9941.935528719998,4.0
329,12660.657874740002,8.0
329,12660.657874740002,8.0
329,12660.657874740002,8.0
329,12660.657874740002,8.0
329,12660.657874740002,8.0
329,12660.657874740002,8.0
329,12660.657874740002,8.0
329,12660.657874740002,8.0
330,8743.70412572,8.0
330,8743.70412572,8.0
330,8743.70412572,8.0
330,8743.70412572,8.0
330,8743.70412572,8.0
330,8743.70412572,8.0
330,8743.70412572,8.0
330,8743.70412572,8.0
331,5763.3994587,5.0
331,5763.3994587,5.0
331,5763.3994587,5.0
331,5763.3994587,5.0
331,5763.3994587,5.0
332,3009.9433774,5.0
332,3009.9433774,5.0
332,3009.9433774,5.0
332,3009.9433774,5.0
332,3009.9433774,5.0
333,12905.97519264,2.0
333,12905.97519264,2.0
334,603.6704630759999,17.0
334,603.6704630759999,17.0
334,603.6704630759999,17.0
334,603.6704630759999,17.0
334,603.6704630759999,17.0
334,603.6704630759999,17.0
334,603.6704630759999,17.0
334,603.6704630759999,17.0
334,603.6704630759999,17.0
334,603.6704630759999,17.0
334,603.6704630759999,17.0
334,603.6704630759999,17.0
334,603.6704630759999,17.0
334,603.6704630759999,17.0
334,603.6704630759999,17.0
334,603.6704630759999,17.0
334,603.6704630759999,17.0
335,8039.42974144,17.0
335,8039.42974144,17.0
335,8039.42974144,17.0
335,8039.42974144,17.0
335,8039.42974144,17.0
335,8039.42974144,17.0
335,8039.42974144,17.0
335,8039.42974144,17.0
335,8039.42974144,17.0
335,8039.42974144,17.0
335,8039.42974144,17.0
335,8039.42974144,17.0
335,8039.42974144,17.0
335,8039.42974144,17.0
335,8039.42974144,17.0
335,8039.42974144,17.0
335,8039.42974144,17.0
336,10354.71722522,5.0
336,10354.71722522,5.0
336,10354.71722522,5.0
336,10354.71722522,5.0
336,10354.71722522,5.0
337,9941.935528719998,5.0
337,9941.935528719998,5.0
337,9941.935528719998,5.0
337,9941.935528719998,5.0
337,9941.935528719998,5.0
338,10827.842945900002,14.0
338,10827.842945900002,14.0
338,10827.842945900002,14.0
338,10827.842945900002,14.0
338,10827.842945900002,14.0
338,10827.842945900002,14.0
338,10827.842945900002,14.0
338,10827.842945900002,14.0
338,10827.842945900002,14.0
338,10827.842945900002,14.0
338,10827.842945900002,14.0
338,10827.842945900002,14.0
338,10827.842945900002,14.0
338,10827.842945900002,14.0
339,3745.09151178,14.0
339,3745.09151178,14.0
339,3745.09151178,14.0
339,3745.09151178,14.0
339,3745.09151178,14.0
339,3745.09151178,14.0
339,3745.09151178,14.0
339,3745.09151178,14.0
339,3745.09151178,14.0
339,3745.09151178,14.0
339,3745.09151178,14.0
339,3745.09151178,14.0
339,3745.09151178,14.0
339,3745.09151178,14.0
