route_id,route_shor,trip_id,trip_heads,trip_short,direction_,agency_id,headway_se,O_TERMINAL,LEN_KM,STD_FARE,route_time_s,buses,standard_buses
CTA_406,406,CTA_406_R,Ahmed Helmy,Matbaa-Ahmed Helmy,1,CTA,10586.0,Matbaa,22.114590329522095,3.0,10530.757299772426,3.0,3.0
CTA_407,407,CTA_407_R,Ahmed Helmy,Asmarrat-Ahmed Helmy,1,CTA,5091.0,Asmarrat,25.98560807798352,3.0,12374.099084754058,6.0,6.0
CTA_407,407,CTA_407_O,Asmarrat,Ahmed Helmy-Asmarrat,0,CTA,5091.0,Ahmed Helmy,33.78917386768903,3.0,16090.082794137634,8.0,6.0
CTA_41,41,CTA_41_R,Massalah Al Gadeeda (Matareya),Attaba-Massalah Al Gadeeda (Matareya),1,CTA,9562.0,Attaba,18.40817340729013,3.0,8765.796860614346,3.0,3.0
CTA_41x,41x,CTA_41x_O,Masaken Othman (Ezbet El Nakhl),Attaba-Masaken Othman (Ezbet El Nakhl),0,CTA,1324.0,Attaba,19.13659043108561,3.0,9112.662110040768,17.0,17.0
CTA_43,43,CTA_43_O,Bus Stop 43 (Matareya),Attaba-Bus Stop 43 (Matareya),0,CTA,4297.0,Attaba,18.99925853612703,3.0,9047.2659695843,5.0,5.0
CTA_43,43,CTA_43_R,Attaba,Bus Stop 43 (Matareya)-Attaba,1,CTA,4297.0,Bus Stop 43 (Matareya),15.850274277121164,3.0,7547.749655771982,5.0,5.0
CTA_430,430,CTA_430_R,Matbaa,Abbasseya-Matbaa,1,CTA,4840.0,Abbasseya,20.04910953487237,3.0,9547.195016605889,5.0,5.0
CTA_430,430,CTA_430_O,Abbasseya,Matbaa-Abbasseya,0,CTA,4840.0,Matbaa,19.133127272853233,3.0,9111.012987072969,5.0,5.0
CTA_440,440,CTA_440_O,Madinat Al Solb (Tibeen),15th of May-Madinat Al Solb (Tibeen),0,CTA,6940.0,15th of May,28.546479244852506,3.0,13593.56154516786,5.0,5.0
CTA_44S-1042,44S-1042,CTA_44S-1042_O,Zahraa Ain Shams,Abd Al Moneim Riad-Zahraa Ain Shams,0,CTA,3683.0,Abd Al Moneim Riad,18.848464238377797,3.0,8975.459161132285,6.0,6.0
CTA_44S-1042,44S-1042,CTA_44S-1042_R,Abd Al Moneim Riad,Zahraa Ain Shams-Abd Al Moneim Riad,1,CTA,3683.0,Zahraa Ain Shams,18.470763373378826,3.0,8795.60160637087,6.0,6.0
CTA_501,501,CTA_501_O,Gesr El Suez (Garage),Amr Ibn El Aas-Gesr El Suez (Garage),0,CTA,10800.0,Amr Ibn El Aas,24.991499433772283,3.0,11900.714016082038,3.0,3.0
CTA_507,507,CTA_507_R,Masaken Sheraton,Giza Square-Masaken Sheraton,1,CTA,7400.0,Giza Square,31.034491275595993,3.0,14778.329178855234,5.0,5.0
CTA_507,507,CTA_507_O,Giza Square,Masaken Sheraton-Giza Square,0,CTA,7400.0,Masaken Sheraton,30.78147117137393,3.0,14657.843414939967,5.0,5.0
CTA_521,521,CTA_521_O,Abou Zaabal,New Marg-Abou Zaabal,0,CTA,4458.0,New Marg,12.175267071226244,3.0,5797.74622439345,4.0,4.0
CTA_530,530,CTA_530_O,Qalyoub,Cairo Airport-Qalyoub,0,CTA,7140.0,Cairo Airport,43.80575919497233,4.0,20859.885330939203,7.0,7.0
CTA_530,530,CTA_530_R,Cairo Airport,Qalyoub-Cairo Airport,1,CTA,7140.0,Qalyoub,43.878715362631425,4.0,20894.626363157822,7.0,7.0
CTA_531,531,CTA_531_O,Om Bayoumi,Attaba-Om Bayoumi,0,CTA,14807.0,Attaba,15.494678720317712,3.0,7378.418438246529,2.0,2.0
CTA_531,531,CTA_531_R,Attaba,Om Bayoumi-Attaba,1,CTA,14807.0,Om Bayoumi,13.627963436743432,3.0,6489.506398449253,2.0,2.0
CTA_532,532,CTA_532_R,Abbasseya,Basateen-Abbasseya,1,CTA,3017.0,Basateen,14.969896435841894,3.0,7128.5221123056635,6.0,6.0
CTA_532,532,CTA_532_O,Basateen,Abbasseya-Basateen,0,CTA,3017.0,Abbasseya,15.29024032629872,3.0,7281.06682204701,6.0,6.0
CTA_555,555,CTA_555_R,Koleyet Al Banat (Azhar University),Moneeb-Koleyet Al Banat (Azhar University),1,CTA,8845.0,Moneeb,26.228588108500762,3.0,12489.80386119084,4.0,4.0
CTA_555,555,CTA_555_O,Moneeb,Koleyet Al Banat (Azhar University)-Moneeb,0,CTA,8845.0,Koleyet Al Banat (Azhar University),27.5902212772042,3.0,13138.200608192476,4.0,4.0
CTA_568,568,CTA_568_O,Attaba,Lebanon Square-Attaba,0,CTA,2421.0,Lebanon Square,11.089323596500645,3.0,5280.630284047926,6.0,5.0
CTA_568,568,CTA_568_R,Lebanon Square,Attaba-Lebanon Square,1,CTA,2421.0,Attaba,10.747304152985413,3.0,5117.763882374006,5.0,5.0
CTA_58,58,CTA_58_R,Masaken Ain Shams,Attaba-Masaken Ain Shams,1,CTA,9210.0,Attaba,21.701263303293658,3.0,10333.934906330313,3.0,3.0
CTA_580,580,CTA_580_O,Manshiyat Nasser,Asmarrat-Manshiyat Nasser,0,CTA,2122.0,Asmarrat,19.084389593551887,3.0,9087.80456835804,11.0,11.0
CTA_580,580,CTA_580_R,Asmarrat,Manshiyat Nasser-Asmarrat,1,CTA,2122.0,Manshiyat Nasser,19.20558076159454,3.0,9145.514648378352,11.0,11.0
CTA_59,59,CTA_59_O,8th District (Nasr City),Ahmed Helmy-8th District (Nasr City),0,CTA,6068.0,Ahmed Helmy,21.70071160416189,3.0,10333.672192458043,5.0,4.0
CTA_59,59,CTA_59_R,Ahmed Helmy,8th District (Nasr City)-Ahmed Helmy,1,CTA,6068.0,8th District (Nasr City),21.12597488854653,3.0,10059.988042165014,4.0,4.0
CTA_65x,65x,CTA_65x_O,8th District (Nasr City),Amr Ibn El Aas-8th District (Nasr City),0,CTA,8620.0,Amr Ibn El Aas,27.299516267946142,3.0,12999.769651402925,4.0,4.0
CTA_65x,65x,CTA_65x_R,Amr Ibn El Aas,8th District (Nasr City)-Amr Ibn El Aas,1,CTA,8620.0,8th District (Nasr City),28.17708754444816,3.0,13417.660735451505,4.0,4.0
CTA_69SS,69SS,CTA_69SS_O,8th District (Nasr City),Attaba-8th District (Nasr City),0,CTA,7722.0,Attaba,20.74362744218201,3.0,9877.91782961048,4.0,4.0
CTA_69SS,69SS,CTA_69SS_R,Attaba,8th District (Nasr City)-Attaba,1,CTA,7722.0,8th District (Nasr City),21.398502263438694,3.0,10189.762982589855,4.0,4.0
CTA_7,7,CTA_7_R,Attaba,Omraneyya-Attaba,1,CTA,4625.0,Omraneyya,14.411311143676182,3.0,6862.529116036277,4.0,4.0
CTA_7,7,CTA_7_O,Omraneyya,Attaba-Omraneyya,0,CTA,4625.0,Attaba,15.233266766896167,3.0,7253.936555664841,4.0,4.0
CTA_700-1065,700-1065,CTA_700-1065_O,7th District (Nasr City),Lebanon Square-7th District (Nasr City),0,CTA,7302.0,Lebanon Square,25.79906972370895,3.0,12285.271297004263,4.0,4.0
CTA_700-1065,700-1065,CTA_700-1065_R,Lebanon Square,7th District (Nasr City)-Lebanon Square,1,CTA,7302.0,7th District (Nasr City),24.867814773619624,3.0,11841.816558866489,4.0,4.0
CTA_701-1037,701-1037,CTA_701-1037_R,Matbaa,Abbasseya-Matbaa,1,CTA,9520.0,Abbasseya,22.638915477033674,3.0,10780.435941444606,3.0,3.0
CTA_701-1037,701-1037,CTA_701-1037_O,Abbasseya,Matbaa-Abbasseya,0,CTA,9520.0,Matbaa,23.032054125435266,3.0,10967.64482163584,3.0,3.0
CTA_72,72,CTA_72_O,Ahmed Helmy,Saqr Quraish-Ahmed Helmy,0,CTA,602.0,Saqr Quraish,18.350422058266002,3.0,8738.296218221905,35.0,35.0
CTA_72,72,CTA_72_R,Saqr Quraish,Ahmed Helmy-Saqr Quraish,1,CTA,602.0,Ahmed Helmy,19.186576161336,3.0,9136.464838731428,36.0,35.0
CTA_724,724,CTA_724_R,Abd Al Moneim Riad,Khosous-Abd Al Moneim Riad,1,CTA,4280.0,Khosous,21.487813748985747,3.0,10232.292261421784,6.0,6.0
CTA_724,724,CTA_724_O,Khosous,Abd Al Moneim Riad-Khosous,0,CTA,4280.0,Abd Al Moneim Riad,23.840044566727467,3.0,11352.402174632127,7.0,6.0
CTA_77,77,CTA_77_R,Abou Wafya,Basateen-Abou Wafya,1,CTA,5946.0,Basateen,20.217221306325442,3.0,9627.248241107352,4.0,4.0
CTA_77,77,CTA_77_O,Basateen,Abou Wafya-Basateen,0,CTA,5946.0,Abou Wafya,19.01984559171317,3.0,9057.069329387225,4.0,4.0
CTA_777-1046,777-1046,CTA_777-1046_O,Moneeb,Qism El Hadayek-Moneeb,0,CTA,4815.0,Qism El Hadayek,23.02974314094467,3.0,10966.544352830797,6.0,6.0
CTA_777-1046,777-1046,CTA_777-1046_R,Qism El Hadayek,Moneeb-Qism El Hadayek,1,CTA,4815.0,Moneeb,24.96551776237068,3.0,11888.341791605086,6.0,6.0
CTA_794,794,CTA_794_O,Giza Square,Masaken Sheraton-Giza Square,0,CTA,5698.0,Masaken Sheraton,31.569936336657342,4.0,15033.303017455877,7.0,7.0
CTA_794,794,CTA_794_R,Masaken Sheraton,Giza Square-Masaken Sheraton,1,CTA,5698.0,Giza Square,31.68071957469625,4.0,15086.056940331548,7.0,7.0
CTA_80,80,CTA_80_O,10th District (Nasr City),Darassa-10th District (Nasr City),0,CTA,1016.0,Darassa,19.046928324681307,3.0,9069.96586889586,22.0,21.0
CTA_80,80,CTA_80_R,Darassa,10th District (Nasr City)-Darassa,1,CTA,1016.0,10th District (Nasr City),18.6800717555824,3.0,8895.272264563047,21.0,21.0
CTA_803-1105,803-1105,CTA_803-1105_R,Qism El Hadayek,Omraneyya-Qism El Hadayek,1,CTA,8270.0,Omraneyya,26.713754529547305,3.0,12720.835490260622,4.0,4.0
CTA_803-1105,803-1105,CTA_803-1105_O,Omraneyya,Qism El Hadayek-Omraneyya,0,CTA,8270.0,Qism El Hadayek,23.45717279566418,3.0,11170.08228364961,4.0,4.0
CTA_810,810,CTA_810_O,Omraneyya,Qism El Hadayek-Omraneyya,0,CTA,1329.0,Qism El Hadayek,21.700658522455345,3.0,10333.646915454927,19.0,19.0
CTA_810,810,CTA_810_R,Qism El Hadayek,Omraneyya-Qism El Hadayek,1,CTA,1329.0,Omraneyya,22.910423547058762,3.0,10909.72549859941,20.0,19.0
CTA_811-1090,811-1090,CTA_811-1090_R,Abageyah,Amiriya-Abageyah,1,CTA,5717.0,Amiriya,18.54781413602933,3.0,8832.292445728252,4.0,4.0
CTA_811-1090,811-1090,CTA_811-1090_O,Amiriya,Abageyah-Amiriya,0,CTA,5717.0,Abageyah,19.118530003228482,3.0,9104.061906299277,4.0,4.0
CTA_814,814,CTA_814_R,Amr Ibn El Aas,Bulaq Al Dakrur-Amr Ibn El Aas,1,CTA,4157.0,Bulaq Al Dakrur,11.363191362888458,3.0,5411.043506137361,4.0,4.0
CTA_814,814,CTA_814_O,Bulaq Al Dakrur,Amr Ibn El Aas-Bulaq Al Dakrur,0,CTA,4157.0,Amr Ibn El Aas,12.062677019705887,3.0,5744.13191414566,4.0,4.0
CTA_815,815,CTA_815_R,Darassa,Bashtil-Darassa,1,CTA,3079.0,Bashtil,20.513313718290867,3.0,9768.244627757556,8.0,8.0
CTA_82,82,CTA_82_R,Abd Al Moneim Riad,Masarra-Abd Al Moneim Riad,1,CTA,2325.0,Masarra,5.489504418506533,3.0,2614.0497230983487,3.0,3.0
CTA_82,82,CTA_82_O,Masarra,Abd Al Moneim Riad-Masarra,0,CTA,2325.0,Abd Al Moneim Riad,7.461373397848758,3.0,3553.034951356551,4.0,3.0
CTA_824,824,CTA_824_R,Saqr Quraish,Abou Wafya-Saqr Quraish,1,CTA,9694.0,Abou Wafya,21.5399088562114,3.0,10257.099455338763,3.0,3.0
CTA_824,824,CTA_824_O,Abou Wafya,Saqr Quraish-Abou Wafya,0,CTA,9694.0,Saqr Quraish,21.197111547391653,3.0,10093.862641615073,3.0,3.0
CTA_828,828,CTA_828_R,Abd Al Moneim Riad,Masaken Ain Shams-Abd Al Moneim Riad,1,CTA,25043.0,Masaken Ain Shams,20.55764248523615,3.0,9789.353564398167,1.0,1.0
CTA_828,828,CTA_828_O,Masaken Ain Shams,Abd Al Moneim Riad-Masaken Ain Shams,0,CTA,25043.0,Abd Al Moneim Riad,20.714681064275656,3.0,9864.133840131264,1.0,1.0
CTA_82S,82S,CTA_82S_R,Qalaa,Bulaq Al Dakrur-Qalaa,1,CTA,4520.0,Bulaq Al Dakrur,12.46178561608686,3.0,5934.183626708029,4.0,4.0
CTA_831,831,CTA_831_R,Al Zawya Al Hamra,Masaken Zainhom-Al Zawya Al Hamra,1,CTA,1470.0,Masaken Zainhom,14.060677833357936,3.0,6695.560873027588,11.0,11.0
CTA_831,831,CTA_831_O,Masaken Zainhom,Al Zawya Al Hamra-Masaken Zainhom,0,CTA,1470.0,Al Zawya Al Hamra,13.33099513643382,3.0,6348.092922111343,11.0,11.0
CTA_833,833,CTA_833_O,Mazallat,Motseian-Mazallat,0,CTA,3151.0,Motseian,17.302603544858002,3.0,8239.335021360952,7.0,6.0
CTA_833,833,CTA_833_R,Motseian,Mazallat-Motseian,1,CTA,3151.0,Mazallat,15.287269911295795,3.0,7279.6523387122825,6.0,6.0
CTA_840,840,CTA_840_O,Qism El Hadayek,Al Sayeda Nafeesa-Qism El Hadayek,0,CTA,9427.0,Al Sayeda Nafeesa,18.528923781677893,3.0,8823.297038894234,3.0,2.0
CTA_840,840,CTA_840_R,Al Sayeda Nafeesa,Qism El Hadayek-Al Sayeda Nafeesa,1,CTA,9427.0,Qism El Hadayek,16.32832681817264,3.0,7775.393722939353,2.0,2.0
CTA_855-1070,855-1070,CTA_855-1070_O,Moneeb,8th District (Nasr City)-Moneeb,0,CTA,10728.0,8th District (Nasr City),34.16997298647065,3.0,16271.415707843164,4.0,4.0
CTA_855-1070,855-1070,CTA_855-1070_R,8th District (Nasr City),Moneeb-8th District (Nasr City),1,CTA,10728.0,Moneeb,33.272165258562595,3.0,15843.88821836314,4.0,4.0
CTA_86,86,CTA_86_R,Abageyah,Warraq Al Arab-Abageyah,1,CTA,5848.0,Warraq Al Arab,18.19721872493653,3.0,8665.342249969775,4.0,4.0
CTA_86,86,CTA_86_O,Warraq Al Arab,Abageyah-Warraq Al Arab,0,CTA,5848.0,Abageyah,18.756712150315074,3.0,8931.767690626226,4.0,4.0
CTA_888,888,CTA_888_R,Ahmed Helmy,Moneeb-Ahmed Helmy,1,CTA,6379.0,Moneeb,16.729555961017134,3.0,7966.4552195319675,3.0,3.0
CTA_888,888,CTA_888_O,Moneeb,Ahmed Helmy-Moneeb,0,CTA,6379.0,Ahmed Helmy,14.775096829629975,3.0,7035.760395061892,3.0,3.0
CTA_8S,8S,CTA_8S_O,El Batran Exit,Ahmed Helmy-El Batran Exit,0,CTA,8396.0,Ahmed Helmy,22.90113704943479,3.0,10905.30335687371,4.0,3.0
CTA_8S,8S,CTA_8S_R,Ahmed Helmy,El Batran Exit-Ahmed Helmy,1,CTA,8396.0,El Batran Exit,21.377575321232015,3.0,10179.797772015245,3.0,3.0
CTA_8T,8T,CTA_8T_O,Masarra,Abbasseya-Masarra,0,CTA,600.0,Abbasseya,20.294667194800024,3.0,9664.127235619058,39.0,39.0
CTA_900,900,CTA_900_O,Tagneed (Hadabet Al Haram),Abd Al Moneim Riad-Tagneed (Hadabet Al Haram),0,CTA,6913.0,Abd Al Moneim Riad,21.952851277926154,3.0,10453.73870377436,4.0,4.0
CTA_900,900,CTA_900_R,Abd Al Moneim Riad,Tagneed (Hadabet Al Haram)-Abd Al Moneim Riad,1,CTA,6913.0,Tagneed (Hadabet Al Haram),22.544993251123906,3.0,10735.711071963764,4.0,4.0
CTA_91-1123,91-1123,CTA_91-1123_R,Bulaq Al Dakrur,Qism El Hadayek-Bulaq Al Dakrur,1,CTA,6619.0,Qism El Hadayek,20.681684365877867,3.0,9848.421126608508,4.0,4.0
CTA_91-1123,91-1123,CTA_91-1123_O,Qism El Hadayek,Bulaq Al Dakrur-Qism El Hadayek,0,CTA,6619.0,Bulaq Al Dakrur,19.88892794934812,3.0,9470.91807111815,4.0,4.0
CTA_910,910,CTA_910_O,Imbaba,Matbaa-Imbaba,0,CTA,6283.0,Matbaa,28.385735547537,3.0,13517.01692739857,6.0,5.0
CTA_910,910,CTA_910_R,Matbaa,Imbaba-Matbaa,1,CTA,6283.0,Imbaba,25.93121422337039,3.0,12348.197249223995,5.0,5.0
CTA_912-1048,912-1048,CTA_912-1048_O,Moneeb,7th District (Nasr City)-Moneeb,0,CTA,10208.0,7th District (Nasr City),26.8723760827967,3.0,12796.369563236522,3.0,3.0
CTA_914,914,CTA_914_R,Dawaran Shubra,Abbasseya-Dawaran Shubra,1,CTA,8214.0,Abbasseya,18.882732766976076,3.0,8991.777508083846,3.0,3.0
CTA_914,914,CTA_914_O,Abbasseya,Dawaran Shubra-Abbasseya,0,CTA,8214.0,Dawaran Shubra,15.146212800184786,3.0,7212.482285802279,3.0,3.0
CTA_915,915,CTA_915_R,Darassa,Moassasa-Darassa,1,CTA,4261.0,Moassasa,20.788608639942943,3.0,9899.337447591877,6.0,6.0
CTA_915,915,CTA_915_O,Moassasa,Darassa-Moassasa,0,CTA,4261.0,Darassa,19.52652191972384,3.0,9298.343771297066,6.0,6.0
CTA_916,916,CTA_916_R,Amiriya,Moneeb-Amiriya,1,CTA,3844.0,Moneeb,26.53608909295755,3.0,12636.232901408357,8.0,8.0
CTA_916,916,CTA_916_O,Moneeb,Amiriya-Moneeb,0,CTA,3844.0,Amiriya,27.30427964744465,3.0,13002.037927354593,8.0,8.0
CTA_917,917,CTA_917_O,Attaba,Qalyoub-Attaba,0,CTA,1017.0,Qalyoub,20.48643848347165,3.0,9755.446896891262,23.0,23.0
CTA_917,917,CTA_917_R,Qalyoub,Attaba-Qalyoub,1,CTA,1017.0,Attaba,21.652192377177332,3.0,10310.567798655873,24.0,23.0
CTA_92-1050,92-1050,CTA_92-1050_R,Hegaz Square,Imbaba-Hegaz Square,1,CTA,5233.0,Imbaba,24.937137262069015,3.0,11874.827267651912,6.0,6.0
CTA_92-1050,92-1050,CTA_92-1050_O,Imbaba,Hegaz Square-Imbaba,0,CTA,5233.0,Hegaz Square,26.897193136629294,3.0,12808.187207918712,6.0,6.0
CTA_921-1133,921-1133,CTA_921-1133_R,Masaken Al Wehda,Bulaq Al Dakrur-Masaken Al Wehda,1,CTA,6197.0,Bulaq Al Dakrur,17.760258533183944,3.0,8457.26596818283,4.0,4.0
CTA_921-1133,921-1133,CTA_921-1133_O,Bulaq Al Dakrur,Masaken Al Wehda-Bulaq Al Dakrur,0,CTA,6197.0,Masaken Al Wehda,17.75376798871841,3.0,8454.175232723052,4.0,4.0
CTA_922,922,CTA_922_R,Saqr Quraish,Abbasseya-Saqr Quraish,1,CTA,12641.0,Abbasseya,19.041342647017704,3.0,9067.306022389383,2.0,2.0
CTA_922,922,CTA_922_O,Abbasseya,Saqr Quraish-Abbasseya,0,CTA,12641.0,Saqr Quraish,19.327339743551708,3.0,9203.495115977003,2.0,2.0
CTA_925,925,CTA_925_R,Dawaran Shubra,Cairo Airport-Dawaran Shubra,1,CTA,1916.0,Cairo Airport,28.722430517952514,3.0,13677.347865691672,17.0,17.0
CTA_925,925,CTA_925_O,Cairo Airport,Dawaran Shubra-Cairo Airport,0,CTA,1916.0,Dawaran Shubra,28.723167449626335,3.0,13677.698785536348,17.0,17.0
CTA_926-1126,926-1126,CTA_926-1126_R,Al Toub Al Ramly,Bulaq Al Dakrur-Al Toub Al Ramly,1,CTA,6453.0,Bulaq Al Dakrur,28.694603369278394,3.0,13664.09684251352,6.0,6.0
CTA_926-1126,926-1126,CTA_926-1126_O,Bulaq Al Dakrur,Al Toub Al Ramly-Bulaq Al Dakrur,0,CTA,6453.0,Al Toub Al Ramly,29.189728133134523,3.0,13899.870539587868,6.0,6.0
CTA_934-1071,934-1071,CTA_934-1071_R,Masaken Al Wehda,Al Magzar (Mariouteya)-Masaken Al Wehda,1,CTA,7351.0,Al Magzar (Mariouteya),28.43259984929944,3.0,13539.33326157116,5.0,5.0
CTA_934-1071,934-1071,CTA_934-1071_O,Al Magzar (Mariouteya),Masaken Al Wehda-Al Magzar (Mariouteya),0,CTA,7351.0,Masaken Al Wehda,28.962852807108263,3.0,13791.834670051552,5.0,5.0
CTA_940S,940S,CTA_940S_O,Salam Alexandria,Abd Al Moneim Riad-Salam Alexandria,0,CTA,5494.0,Abd Al Moneim Riad,28.501782823340626,4.0,13572.277534924107,6.0,6.0
CTA_940S,940S,CTA_940S_R,Abd Al Moneim Riad,Salam Alexandria-Abd Al Moneim Riad,1,CTA,5494.0,Salam Alexandria,36.199998328240795,4.0,17238.094442019425,8.0,6.0
CTA_945-1082,945-1082,CTA_945-1082_R,Amr Ibn El Aas,Masaken Ain Shams-Amr Ibn El Aas,1,CTA,1935.0,Masaken Ain Shams,31.053782388550548,3.0,14787.515423119308,19.0,18.0
CTA_945-1082,945-1082,CTA_945-1082_O,Masaken Ain Shams,Amr Ibn El Aas-Masaken Ain Shams,0,CTA,1935.0,Amr Ibn El Aas,30.0011262115067,5.0,14286.250576907953,18.0,18.0
CTA_948,948,CTA_948_R,Cairo Airport,Attaba-Cairo Airport,1,CTA,5578.0,Attaba,26.63728148012633,3.0,12684.419752441108,6.0,6.0
CTA_96,96,CTA_96_O,Athar Al Naby,Bulaq Al Dakrur-Athar Al Naby,0,CTA,3468.0,Bulaq Al Dakrur,12.479905398486768,3.0,5942.812094517508,5.0,4.0
CTA_96,96,CTA_96_R,Bulaq Al Dakrur,Athar Al Naby-Bulaq Al Dakrur,1,CTA,3468.0,Athar Al Naby,12.293777833551482,3.0,5854.179920738801,4.0,4.0
CTA_966,966,CTA_966_O,Moassasa,Motseian-Moassasa,0,CTA,2949.0,Motseian,20.530685654026374,3.0,9776.516978107798,8.0,8.0
CTA_966,966,CTA_966_R,Motseian,Moassasa-Motseian,1,CTA,2949.0,Moassasa,19.55968407674596,3.0,9314.135274640932,8.0,8.0
CTA_970-1051,970-1051,CTA_970-1051_O,Moassasa,Cairo Airport-Moassasa,0,CTA,7733.0,Cairo Airport,28.837291784541396,3.0,13732.043706924474,5.0,5.0
CTA_970-1051,970-1051,CTA_970-1051_R,Cairo Airport,Moassasa-Cairo Airport,1,CTA,7733.0,Moassasa,28.884772337282186,3.0,13754.653493943897,5.0,5.0
CTA_975,975,CTA_975_O,Moassasa,Hegaz Square-Moassasa,0,CTA,2397.0,Hegaz Square,20.434717219259355,3.0,9730.817723456834,10.0,10.0
CTA_975,975,CTA_975_R,Hegaz Square,Moassasa-Hegaz Square,1,CTA,2397.0,Moassasa,21.800160807492077,3.0,10381.028955948608,11.0,10.0
CTA_977-1084,977-1084,CTA_977-1084_R,Lebanon Square,Saqr Quraish-Lebanon Square,1,CTA,5409.0,Saqr Quraish,22.649430748646502,3.0,10785.44321364119,5.0,5.0
CTA_977-1084,977-1084,CTA_977-1084_O,Saqr Quraish,Lebanon Square-Saqr Quraish,0,CTA,5409.0,Lebanon Square,22.348284982832492,3.0,10642.040468015472,5.0,5.0
CTA_982,982,CTA_982_R,Ahmed Helmy,Hawamdeyya-Ahmed Helmy,1,CTA,8541.0,Hawamdeyya,28.969106982584638,3.0,13794.812848849828,4.0,4.0
CTA_982,982,CTA_982_O,Hawamdeyya,Ahmed Helmy-Hawamdeyya,0,CTA,8541.0,Ahmed Helmy,29.116768936294307,3.0,13865.12806490205,4.0,4.0
CTA_987,987,CTA_987_O,Badrasheen,Ahmed Helmy-Badrasheen,0,CTA,5224.0,Ahmed Helmy,34.20835297200511,5.0,16289.691891431003,8.0,8.0
CTA_987,987,CTA_987_R,Ahmed Helmy,Badrasheen-Ahmed Helmy,1,CTA,5224.0,Badrasheen,34.08475695420397,5.0,16230.836644859033,8.0,8.0
CTA_990,990,CTA_990_O,Masaken Ain Shams,Motseian-Masaken Ain Shams,0,CTA,7713.0,Motseian,35.09279766080761,4.0,16710.856028956005,6.0,5.0
CTA_990,990,CTA_990_R,Motseian,Masaken Ain Shams-Motseian,1,CTA,7713.0,Masaken Ain Shams,33.772780620465504,4.0,16082.276485935954,5.0,5.0
CTA_992,992,CTA_992_O,Om Bayoumi,Attaba-Om Bayoumi,0,CTA,10226.0,Attaba,14.210378821381195,3.0,6766.847057800569,2.0,2.0
CTA_996-1134,996-1134,CTA_996-1134_R,Abbasseya,Moneeb-Abbasseya,1,CTA,1347.0,Moneeb,20.682556690187727,3.0,9848.836519137012,18.0,17.0
CTA_996-1134,996-1134,CTA_996-1134_O,Moneeb,Abbasseya-Moneeb,0,CTA,1347.0,Abbasseya,19.37116177579068,3.0,9224.362750376513,17.0,17.0
CTA_999-1055,999-1055,CTA_999-1055_R,Ahmed Helmy,New Marg-Ahmed Helmy,1,CTA,6717.0,New Marg,27.799804793828816,3.0,13238.002282775626,5.0,5.0
CTA_999-1055,999-1055,CTA_999-1055_O,New Marg,Ahmed Helmy-New Marg,0,CTA,6717.0,Ahmed Helmy,25.03845821979703,3.0,11923.07534276049,5.0,5.0
CTA_99SS,99SS,CTA_99SS_O,Imbaba,Al Sayeda Aisha-Imbaba,0,CTA,1225.0,Al Sayeda Aisha,16.266780554023942,3.0,7746.085978106639,15.0,14.0
CTA_99SS,99SS,CTA_99SS_R,Al Sayeda Aisha,Imbaba-Al Sayeda Aisha,1,CTA,1225.0,Imbaba,15.009295388338213,3.0,7147.283518256291,14.0,14.0
