InputID,Al Amal,Al Amiriyyah,Al Sawah,Al-Mostaqbal,Athar an Naby,Badr,Cairo,El Mizalat,El-Mounib,El-Obour,El-Teraa El-,Fateh,Fom El-Khalig,Gesr Al Suez,Giza,Helwan,Imbaba,Maadi,Nasr,Port Said
Al Shari Al Gadeed (Bahtim),47761.0338602,8994.0205718,10808.08915648,34646.2585126,38772.0303192,40869.0593148,52976.7359638,9811.884893999999,42058.135536199996,45781.624053800006,8194.1090455,23786.4404128,30061.9647398,20070.8678072,38666.7930516,76547.5694618,22380.754987599998,50778.7266884,24457.162893599998,7568.2535157
Al Sheikh Mansour,45626.915506800004,13322.12053914,12770.76410868,27935.218532599996,46432.0925384,49561.011419,48452.6149404,21950.9621442,51821.33065919999,49538.635177,19371.18061612,25921.324987,38877.1635386,7861.61488268,49347.785081199996,78957.0598162,34799.531830800006,46396.2752188,26572.3039928,16368.73305914
Al Shorouq,75039.7329524,80489.89586719999,78580.90049839999,62258.820469599996,101527.848444,106200.178037,67371.19816880001,90908.7080114,110538.36900639998,93741.27478739999,88144.1580222,80604.62427300001,98721.948696,65308.88441880001,110740.66168399999,107674.6885892,102066.7703322,67618.245111,80727.153613,84629.744391
Al Shorouq Academy (Dorra),63062.27401980001,69090.97075519999,67131.3702814,50112.50308459999,89360.91042360001,94039.5966168,55636.3679976,79498.817018,98398.0953232,81610.5500522,76750.10963739999,68568.99777619999,86659.6520894,54271.580823000004,98665.48359239999,96367.3984242,90371.1929002,55773.75651,68674.9563398,73239.33082280001
Al Shorouq Water Station,72964.47648320001,74178.8432794,72362.79783260002,58187.244334,97423.49266460001,101997.9810844,66090.65640519999,84554.971164,106128.7413398,90796.15655680001,81780.21490639998,75764.7316132,93901.4267154,58626.57864759999,105935.66765060001,107210.1622638,96172.6905796,66032.1189782,75955.9323378,78279.9087242
Al Souq Al Qadeem,103336.0199698,95915.32113519999,97346.63348260001,110962.0188544,72264.02921060001,67489.07881,112781.2415898,86404.7707772,62835.383755400006,83485.6386482,89013.552901,92516.45281900001,74374.60486739999,111656.09599360001,62345.9180316,92084.3442882,73610.25839460001,111409.3382592,92371.2562346,92209.7141234
Al Toub Al Ramly,17260.80837372,22636.363647,20831.3917852,8229.23891542,31084.1570172,35726.2660128,21365.0005812,29764.1750014,40077.1117968,26116.7490932,27843.598180599998,11787.40425156,28810.862610400003,23098.1558032,40629.887216,52066.3092944,35992.662177,19167.62467164,11586.48915734,25377.476918
Al Warraq,49849.928119,17960.5028569,19972.83903884,42371.929077999994,30743.642961,31301.1162434,57046.0866032,7652.161101199999,31034.2194296,41733.7650558,10325.809668200001,25703.2526704,21706.6397164,33253.99711320001,26689.986127,72192.01469119999,9305.07220106,54861.5601658,26173.3850058,13815.55248742
Al Wehda (Imbaba),45922.1057542,18046.29804868,19794.32025828,40279.218689999994,25525.4064472,26149.588474599997,53539.173399,8085.36036746,26106.980204599997,36748.545287199995,10728.36353068,22457.654850799998,16496.5404175,33875.3860252,22003.026728599998,67073.5850534,4976.57480706,51384.6638576,22837.5467762,14070.25787114
Al Zawya Al Hamra,40189.4966382,7019.08864238,8720.78921884,30741.4534612,28783.7119478,31086.908580199997,46560.47115980001,4185.77765816,32662.6478282,36036.803594,2419.99509056,15575.88474256,20230.8528054,22870.5781204,29759.712462199997,66891.9488386,15389.34392402,44352.2812484,16173.18671436,3416.4321157
Alf Maskan,38231.414832999995,10724.05517736,9111.05207844,20868.9269762,41303.41856680001,44847.2284102,41168.451089,21037.742136599998,47634.19204719999,42976.912140199995,18263.07790828,19579.2377081,34542.5583636,5208.92164164,45782.790637,71908.77986919999,33079.5779528,39089.9156546,20184.6020668,14772.96151376
Alf Masnaa,23123.150164,53478.650126,51477.9967294,27670.072716799998,55258.171405400004,59911.2490594,13637.83561526,61314.811001400005,64885.2685118,42898.1702052,59320.9178224,42846.745618,56868.032973,47643.14718380001,67227.6726776,50514.7084692,66744.8647094,15241.797062200001,42476.7971024,56655.6575712
Amiriya,39461.8122704,954.947684194,3077.00788132,27043.3923334,33267.715608,36082.084607599994,44758.829668,9519.5339626,38122.802521,38493.7924576,6751.618190000001,15716.75027728,25289.2442748,16650.84832892,35578.349877,69014.2517384,21646.9139732,42555.6121126,16399.53177416,3237.54421766
Amr Ibn El Aas,33366.0556282,28669.3485782,29076.140898400005,37457.7205982,5355.69701738,7745.50548552,42542.474122800006,24366.5367238,11032.54863816,18173.69189288,25400.3138058,19539.12045774,3751.45388874,42038.4918984,11529.47230224,47224.107404400005,17498.03433354,40710.4031874,19266.2414286,26772.743055400002
Arab Maadi,23753.895016,35590.6288824,35245.477203400005,34588.280769599995,9533.63183452,13559.71891712,33237.0911078,34521.265328199996,18525.1175655,5211.56347386,34756.4560284,21817.346215999998,16265.68696366,45592.107206199995,22024.001636599998,34906.7740864,30231.1037358,31776.774612999998,21220.473394599998,35038.415529000005
Arab Tuweila,44601.720807,9430.99937034,9315.1982883,28289.791405199998,42839.2892118,45784.4570462,48248.3160352,17610.553396799998,47862.4941078,46859.8660296,15048.55812468,23297.316276400004,35017.57921619999,10475.64823726,45237.0423288,76777.781822,30472.859854000002,46126.1808936,23972.9962838,12131.40690106
Arabella,12322.38074618,43457.1043186,41557.634698,18974.741394599998,43986.276781,48682.7220634,3808.8325889,50611.5175522,53631.34199180001,32273.9522686,48777.010783800004,31756.345668,45388.7671036,39992.7205698,55829.885719800004,45230.372960400004,55422.66588480001,4227.20611328,31342.0253824,46331.2362286
Ard El Lewaa,46776.1288772,26749.886899200003,28193.245249199997,45393.5302562,19963.69687338,18980.97456476,55346.5143398,17694.44375942,17586.72188338,33590.7032894,20103.7442232,26375.6321598,12526.268811,42503.1819958,12834.32966582,62269.8112918,4932.28612082,53317.7925714,26518.530506,23126.4226992
Asmarrat,8552.40137616,31642.2474002,30308.8831008,18968.25999114,24847.7793988,29584.113944800003,17280.77685674,35780.9743606,34493.8487768,15067.84100258,34651.052393599995,16743.78061632,26482.7791988,35509.6688964,36622.2654878,39445.3344758,37770.299223400005,15413.47717712,16109.45242606,33182.0015538
Athar Al Naby,31771.9018578,33149.0154834,33354.4641118,38818.1480802,508.727653946,5286.26719664,41191.1652874,29524.335717,10149.19169096,14349.7310526,30422.7712388,22302.5429558,9040.51516102,45687.7367282,12958.63564352,42194.454575,22619.685836400004,39528.329353199995,21898.263811,31570.2977328
Attaba,34511.69760880001,17288.23908322,17948.97745304,31821.0299886,16721.6888519,19151.62111138,42536.9015672,13235.44307628,21253.7930914,25526.248948599998,13914.05075856,12763.78679892,8327.3343983,31662.0126298,19273.81255288,56249.882807,11927.7070081,40433.951638,12905.97519264,15171.93091102
Awsim,66666.2266826,36089.6404052,38170.312997400004,60780.2460382,41558.3398024,40027.7637104,74500.8544718,26049.0645678,37447.233561400004,55164.65541259999,28614.247644200004,43454.307628400005,33973.8039704,50583.115067800005,32186.1504116,83762.5283496,20516.719739400003,72357.0169296,43842.1257692,32008.734513599997
Awwel Abbas,25968.096661400003,13558.48307942,11704.5398993,13414.395670799999,30876.704357,35033.9600506,30487.807329000003,21557.960829599997,38661.059309599994,30266.953893,19354.79294084,8159.28544546,26018.3831066,16529.17645762,38020.8102964,58843.528424000004,29810.80892,28295.6290554,8544.36387464,16576.06259276
Awwel Al Banhawi,33605.5050688,14785.68477872,15325.27997114,29554.701852599996,18812.35156818,21569.068620599995,41275.7027484,12066.5096699,23888.819448599996,26302.396571,12244.86040708,10688.74191058,10857.90773252,28933.509815200003,22013.844008400003,57162.5257978,13538.21693016,39135.8871732,10934.768210600001,13017.4032769
Awwel Al Eshreen (Zenin),45381.325032,31606.761056400002,32770.1064614,47035.747953,15359.37412888,13185.68406458,54418.931740600005,23571.5279044,10944.48542846,29899.3359808,25707.2590948,28016.369083599995,10754.9683177,46961.8404594,5997.98774442,57024.851640999994,11527.36616976,52516.9691296,27991.228937800002,28375.8297024
Awwel El Zawya,37957.4580458,5386.15117312,6677.01888966,28105.3764852,28619.875938999998,31282.665809,44123.7470292,6821.51060342,33239.0014448,34829.690219,4732.28205058,13412.88697776,20457.476626800002,20986.339842200003,30696.603455799996,65596.60960160001,17350.97332322,41913.5807996,14042.3683681,3400.76291392
Awwel Faisal,40694.5539814,31866.957570599996,32707.9882186,44166.380091800005,9840.77284514,7867.05187688,49900.987852599996,25280.0652078,7068.59915364,24471.3999786,26997.537881800003,25580.1056304,7432.94137262,46497.089910400005,4607.87606148,51569.278131,14945.73866706,48074.9041058,25428.5431834,29163.4863122
Awwel Makram Ebeid,25533.8245528,14712.15924524,12762.50029048,11832.68099264,32258.904652200003,36483.801190599996,29570.079745599996,23094.959444599997,40190.18567019999,31018.0647884,20825.7585072,9627.3016489,27626.222959599996,15919.2563349,39643.9602462,59119.715639999995,31531.752956800003,27395.389926999997,9949.66436024,17936.56109276
Azhari Institute,83321.3627148,65949.3462406,67687.61232819999,85525.95271119999,51228.0152006,46912.834603400006,92621.65619960001,55730.7818844,41965.8708188,65391.9929872,58485.813913,66423.03315219999,49473.970447199994,81750.34833580001,38877.367424000004,84850.72756,43853.5103298,90828.50560060001,66477.67845319999,61926.51808380001
Bab Al Shaaria Square,33778.2226704,15551.77361164,16122.04589032,30172.406875,18125.375187,20808.462305,41563.7107388,12433.570260200002,23084.501752,25969.5570932,12764.58847526,11220.15837976,10068.463483,29749.857582,21198.2812772,56805.735947,13084.15674172,39434.789653800006,11428.90354096,13683.827787
Badr,90066.514719,98399.266886,96463.37023500001,79117.973125,118122.9942194,122849.3387046,81715.8848534,108816.37131660001,127327.1169352,109395.324991,106058.8025974,97817.62150319999,115843.032678,83334.78555639999,127810.27255139999,120427.6376326,119777.987452,82278.54153660001,97897.14196519999,102544.8986916
Badr (Sheikh Zayed),95184.98650419999,75761.0142416,77610.0727796,96576.5179746,63192.570358000004,58931.7237248,104434.7525152,65381.31048480001,54001.7539628,77434.13015160001,68156.12173659999,77509.6052546,61027.099149199996,91379.08308899999,50772.0210656,96621.6960776,54222.702749000004,102607.9031566,77609.3617188,71655.0178826
Badrasheen,38959.570757,66482.8893718,65906.6111444,58253.084632000006,37262.973694199994,38011.1174074,45096.19210880001,65709.050223,40832.9076926,28212.4662764,66008.0631064,51786.807101599996,46163.77835880001,74404.053432,46060.6239372,8743.70412572,59809.028739400004,45191.6500534,51120.0946268,66221.3681272
Badrasheen Ferry,37156.5549464,66192.912332,65523.043241199994,56797.6252944,38018.8830502,39125.1082204,42877.546893,65900.60609380002,42227.5049742,27920.470189599997,66071.476272,51295.6307258,46761.096522800006,73518.7670368,47406.1130452,5911.74385492,60558.55977280001,43081.1466602,50620.037087,66122.322497
Bahtim Square,48426.6089938,9631.79210576,11187.3570982,34528.880950800005,40592.373563199995,42788.155914999996,53319.3799166,11873.7015985,44060.8488956,47205.868697000005,10121.57054974,24803.1143244,31958.532734599994,18838.44416944,40720.430329,77893.19554380002,24476.838271,51132.619332999995,25483.4142208,9029.77644718
Barageel,54096.6052344,30240.6358524,31995.0176958,51455.992069,27081.9636732,25482.8242926,62523.8700444,20069.7958712,23120.255027400002,41005.254483599994,22806.1721096,32752.310623799996,20009.743393599998,46048.398822400006,17907.75721416,69216.2419638,8619.9706006,60463.4231094,32981.7132686,26225.125884200002
Barageel (Ring Road),51323.001176800004,27873.848114200002,29564.5977694,48656.652624400005,24936.5698198,23707.9133366,59710.191416199996,17894.2063807,21803.731537,38589.9624864,20578.964945599997,29918.1325454,17470.79877086,43718.6579358,16731.38277806,67210.8568694,5856.53613054,57644.5739694,30143.4453486,23928.4457748
Basateen,23413.740198800002,31413.4095652,31083.015275,31772.762103400004,8861.80777798,13550.63343576,32822.513567199996,30519.3825402,18497.74748158,8109.99348176,30666.9307658,17815.36091872,13311.65827256,41660.3222764,21107.8705004,38749.92625719999,27031.865271,31161.187710799997,17241.53748586,30880.684632599998
Basateen (Ring Road),21511.345686,29863.007502200002,29400.349500599998,29257.9900014,11028.44132042,15785.86569118,30831.702190599997,29728.5758782,20668.042556599998,8665.89763118,29659.894248400004,15767.10586126,14079.05139506,39522.40175980001,22939.112651,39538.9825798,27340.762267000002,29102.018429000003,15162.32302542,29612.7422408
Bashayer,102895.7159614,91816.9256298,93390.5665898,108755.4843388,71040.49457339999,66290.68259299999,112381.19902860001,81930.8136698,61414.57258759999,83376.703826,84622.7054884,89921.2856372,71954.7622286,107661.7716586,60113.342006800005,95174.3989246,69415.2353892,110862.66229460001,89846.7421368,87948.5505802
Bashtil,50302.5368704,24250.25498,26028.910885,46139.4721384,26172.554513799998,25643.338164599998,58354.4452498,14065.51099386,24408.403399000003,39023.9114894,16799.22397742,27812.516117000003,17866.23850896,40045.5898316,19597.80222044,68455.5153786,4044.6546754,56241.351185800006,28114.544526200003,20221.5392542
Bashtil El Balad,52013.309358800005,25291.9965344,27129.252701200003,47641.1828446,27692.4777412,26996.884716400004,60042.9552686,14971.6907545,25539.9142012,40680.380958,17737.48450874,29423.6287674,19500.99575728,41013.0272642,20609.6749012,70002.303266,5760.14397934,57926.196862,29738.0946964,21210.258348
Basrawy (Imbaba),47205.4823874,20509.863369,22243.525903,42358.8513852,25094.4012916,25274.382390400002,55045.15613119999,10522.28126842,24799.8790242,37049.4714524,13188.51889854,24218.2226306,16269.77019846,36342.811215400005,20427.09171,67049.92302540001,3043.74677212,52910.2829558,24554.294319,16539.08689216
Basus Ring Road,57442.0213232,20948.330803,23054.291651599997,47053.9247284,40655.304606599995,41224.7545062,63842.8284202,13576.76049624,40781.652128199996,51153.0571572,14994.375843599999,32834.0148136,31589.707625400002,33528.715752,36237.462638599995,81816.98773919999,18983.83501322,61632.949159,33408.221575,17495.32901654
Bohooth,42609.019554,28107.990051599998,29207.6842868,43467.2531262,14236.01838496,13238.2952041,51495.8253652,20513.317262200002,12380.01843208,28202.8940292,22491.911407,24408.9857896,7780.45144636,43352.5472844,8349.7579621,56502.59507159999,9445.16567582,49547.359543800005,24405.738768,25004.7009374
Bonook,16020.84272946,37620.811536199995,35603.62204719999,11809.96674164,44117.877044,48895.29704119999,11256.4245362,45765.52600980001,53665.9708868,34539.203315599996,43661.989094,27995.4380318,43848.2942674,32372.951503400003,55124.14675580001,51945.055434400005,52200.3288042,10138.50890756,27728.209525,40888.4032986
Bulaq Al Dakrur,44286.3315836,27963.299591400002,29187.0258972,44469.5401348,16228.46881768,15101.2890279,53091.354288,19810.13166062,13870.98092776,30166.3025728,21954.848727,25369.0099604,9520.37197112,43431.3793888,9402.54128166,58481.5668464,7996.74225042,51118.728172,25413.6985534,24662.3335972
Bus Stop 43 (Matareya),41614.58969080001,7091.74302896,6536.4707395,25775.6247482,40203.45129519999,43294.7964454,45458.81504740001,16442.82727026,45563.10042180001,43853.26585,13731.35590772,20263.007501,32608.0772792,9935.77763512,43157.28027240001,73711.91338060002,29067.1933636,43320.1821326,20935.6065764,10467.5666669
CIC,87780.84453160001,69429.2498046,71219.4285252,89585.58014600001,55742.65539419999,51462.3995802,97054.7997196,59122.700983200004,46527.4288134,69958.83704360001,61891.4039914,70491.13197460001,53762.97916619999,85165.196457,43347.939033999995,89396.5817026,47556.002334,95243.8133608,70567.3465886,65363.63263180001
Cairo Airport,37726.555214,23322.0411004,21461.0900438,17327.340552200003,49905.600622800004,54007.2015012,37586.6090028,33735.387269599996,57458.9745546,48076.40302219999,30966.7541324,27175.189755400002,44559.6942308,8675.76883244,56371.26529380001,74053.62691939999,45292.7323344,35856.561548000005,27577.292323,27453.482739
Cairo University,39366.6147308,27598.871060400004,28478.6910934,41053.0525458,11158.55677352,10907.60687234,48326.9049108,21075.0476756,11251.99318662,24868.2818528,22730.7541334,22153.121987000002,4593.1543034,42361.638641000005,8562.91800784,53482.954453800005,11613.65037358,46404.244913999995,22076.838262,24870.4449692
