InputID,TargetID,Distance
Al Magzar (Mariouteya),El Basatin,12189.3319391
Al Magzar (Mariouteya),Imbaba,12883.8024392
Al Magzar (Mariouteya),Tiba,13638.870065
Al Magzar (Mariouteya),El-Obour,14569.0975252
Al Magzar (Mariouteya),Nasr,18582.381015
Al Magzar (Mariouteya),Fateh,18707.5058525
Al Magzar (Mariouteya),El Mizalat,18733.2992183
Al Magzar (Mariouteya),El-Teraa El-,19692.2139909
Al Magzar (Mariouteya),Port Said,20860.1585323
Al Magzar (Mariouteya),Al Amiriyyah,22258.3212959
Al Magzar (Mariouteya),Al Sawah,22684.419971
Al Magzar (Mariouteya),Al Mataria,23127.1850255
Al Magzar (Mariouteya),Al Amal,24108.6268356
Al Magzar (Mariouteya),Helwan,24830.7895614
Al Magzar (Mariouteya),Al-Mostaqbal,27613.069794
Al Magzar (Mariouteya),Maadi,28067.2514022
Al Magzar (Mariouteya),Cairo,28848.2983364
Al Magzar (Mariouteya),Gesr Al Suez,29550.138828
Al Magzar (Mariouteya),Katameya,31200.1665769
Masaken Othman (Ezbet El Nakhl),Gesr Al Suez,4010.00053529
Masaken Othman (Ezbet El Nakhl),Al Mataria,4942.13814109
Masaken Othman (Ezbet El Nakhl),Al Sawah,5523.69530933
Masaken Othman (Ezbet El Nakhl),Al Amiriyyah,5798.74482808
Masaken Othman (Ezbet El Nakhl),Port Said,7353.17900074
Masaken Othman (Ezbet El Nakhl),El-Teraa El-,8884.03887602
Masaken Othman (Ezbet El Nakhl),El Mizalat,10190.9477641
Masaken Othman (Ezbet El Nakhl),Fateh,12167.3286946
Masaken Othman (Ezbet El Nakhl),Nasr,12495.7506831
Masaken Othman (Ezbet El Nakhl),Al-Mostaqbal,13611.5309525
Masaken Othman (Ezbet El Nakhl),Tiba,15612.1115454
Masaken Othman (Ezbet El Nakhl),Imbaba,16596.8745696
Masaken Othman (Ezbet El Nakhl),Fom El-Khalig,18573.4952744
Masaken Othman (Ezbet El Nakhl),El Basatin,20346.2084602
Masaken Othman (Ezbet El Nakhl),Al Amal,22238.1549453
Masaken Othman (Ezbet El Nakhl),Athar an Naby,22356.6982073
Masaken Othman (Ezbet El Nakhl),Maadi,22745.928526
Masaken Othman (Ezbet El Nakhl),Cairo,23786.407715
Masaken Othman (Ezbet El Nakhl),Giza,23817.8116033
Masaken Othman (Ezbet El Nakhl),Badr,23916.047509
Masaken Othman (Ezbet El Nakhl),El-Obour,23979.9649523
Masaken Othman (Ezbet El Nakhl),Katameya,24707.0873697
Masaken Othman (Ezbet El Nakhl),El-Mounib,25046.6819283
Masaken Othman (Ezbet El Nakhl),Helwan,38750.3429787
El Kafr (Birak Al Khiyam),Giza,5586.42437497
El Kafr (Birak Al Khiyam),Imbaba,6040.18933699
El Kafr (Birak Al Khiyam),Tiba,7022.92170252
El Kafr (Birak Al Khiyam),El-Mounib,8208.79073014
El Kafr (Birak Al Khiyam),Fom El-Khalig,8677.59632086
El Kafr (Birak Al Khiyam),Badr,9834.11719442
El Kafr (Birak Al Khiyam),Athar an Naby,11144.7405666
El Kafr (Birak Al Khiyam),El Mizalat,12488.9306304
El Kafr (Birak Al Khiyam),El-Teraa El-,13754.0351527
El Kafr (Birak Al Khiyam),El Basatin,14166.7382367
El Kafr (Birak Al Khiyam),Port Said,15321.9612457
El Kafr (Birak Al Khiyam),Fateh,16715.4240808
El Kafr (Birak Al Khiyam),Nasr,16752.1576181
El Kafr (Birak Al Khiyam),Al Amiriyyah,17173.5230542
El Kafr (Birak Al Khiyam),Al Sawah,17912.9768863
El Kafr (Birak Al Khiyam),Al Mataria,18047.4929934
El Kafr (Birak Al Khiyam),El-Obour,18446.3354049
El Kafr (Birak Al Khiyam),Gesr Al Suez,25066.1038189
El Kafr (Birak Al Khiyam),Al Amal,26085.1803658
El Kafr (Birak Al Khiyam),Al-Mostaqbal,26265.1119779
El Kafr (Birak Al Khiyam),Maadi,29576.2609035
El Kafr (Birak Al Khiyam),Cairo,30548.3344436
El Kafr (Birak Al Khiyam),Helwan,31727.4388079
El Kafr (Birak Al Khiyam),Katameya,32746.0578507
Nahia,Giza,7511.00694585
Nahia,Imbaba,8641.3398327
Nahia,Tiba,9628.5740276
Nahia,El-Mounib,9936.84804951
Nahia,Fom El-Khalig,11565.2536129
Nahia,Badr,11954.0379019
Nahia,Athar an Naby,13578.4944139
Nahia,El Mizalat,14962.4280441
Nahia,El-Teraa El-,16284.2426751
Nahia,El Basatin,16871.1906469
Nahia,Port Said,17921.8668355
Nahia,Fateh,19700.8599288
Nahia,Nasr,19739.6341789
Nahia,Al Amiriyyah,19842.7030153
Nahia,Al Sawah,20632.772484
Nahia,Al Mataria,20704.4452432
Nahia,El-Obour,20937.1987856
Nahia,Gesr Al Suez,27764.6201832
Nahia,Al Amal,28924.3144596
Nahia,Al-Mostaqbal,29249.0893937
Nahia,Maadi,32473.0257867
Nahia,Cairo,33432.1058564
Nahia,Helwan,33541.2486218
Nahia,Katameya,35648.9845461
Qasr Al Einy,Fom El-Khalig,706.936218703
Qasr Al Einy,Athar an Naby,5247.87698408
Qasr Al Einy,Badr,6012.94346154
Qasr Al Einy,Giza,6159.29541013
Qasr Al Einy,Imbaba,6313.63069278
Qasr Al Einy,Tiba,6354.30728826
Qasr Al Einy,El Basatin,6449.24490014
Qasr Al Einy,El-Mounib,6945.6679867
Qasr Al Einy,Nasr,8956.44017346
Qasr Al Einy,Fateh,9005.10052435
Qasr Al Einy,El Mizalat,9711.40182175
Qasr Al Einy,El-Teraa El-,10326.7141977
Qasr Al Einy,Port Said,11168.0350341
Qasr Al Einy,El-Obour,11248.8629596
Qasr Al Einy,Al Amiriyyah,12321.5433115
Qasr Al Einy,Al Sawah,12654.0277197
Qasr Al Einy,Al Mataria,13167.5942802
Qasr Al Einy,Al Amal,17823.6969633
Qasr Al Einy,Al-Mostaqbal,18430.5250024
Qasr Al Einy,Gesr Al Suez,19440.341158
Qasr Al Einy,Maadi,21252.4154626
Qasr Al Einy,Cairo,22232.4345775
Qasr Al Einy,Katameya,24419.0660537
Qasr Al Einy,Helwan,26092.0274312
Mohagreen (Ezbet Al Nakhl),Gesr Al Suez,3062.41665024
Mohagreen (Ezbet Al Nakhl),Al Mataria,5669.11570925
Mohagreen (Ezbet Al Nakhl),Al Sawah,6133.74129239
Mohagreen (Ezbet Al Nakhl),Al Amiriyyah,6548.00302608
Mohagreen (Ezbet Al Nakhl),Port Said,8232.39621128
Mohagreen (Ezbet Al Nakhl),El-Teraa El-,9817.81719115
Mohagreen (Ezbet Al Nakhl),El Mizalat,11146.7955491
Mohagreen (Ezbet Al Nakhl),Fateh,12423.0390617
Mohagreen (Ezbet Al Nakhl),Nasr,12741.7162566
Mohagreen (Ezbet Al Nakhl),Al-Mostaqbal,13079.2367201
Mohagreen (Ezbet Al Nakhl),Tiba,16529.5158197
Mohagreen (Ezbet Al Nakhl),Imbaba,17517.0570455
Mohagreen (Ezbet Al Nakhl),Fom El-Khalig,19224.4478747
Mohagreen (Ezbet Al Nakhl),El Basatin,20730.2349971
Mohagreen (Ezbet Al Nakhl),Al Amal,22012.1973966
Mohagreen (Ezbet Al Nakhl),Maadi,22334.8036578
Mohagreen (Ezbet Al Nakhl),Athar an Naby,22894.8367816
Mohagreen (Ezbet Al Nakhl),Cairo,23358.3134885
Mohagreen (Ezbet Al Nakhl),Katameya,24190.8215128
Mohagreen (Ezbet Al Nakhl),El-Obour,24208.9252383
Mohagreen (Ezbet Al Nakhl),Badr,24523.1878412
Mohagreen (Ezbet Al Nakhl),Giza,24576.6550939
Mohagreen (Ezbet Al Nakhl),El-Mounib,25730.2555335
Mohagreen (Ezbet Al Nakhl),Helwan,38814.2123756
Faisal Tawabek,Giza,2614.00956025
Faisal Tawabek,El-Mounib,3571.92793612
Faisal Tawabek,Badr,6033.66643477
Faisal Tawabek,Athar an Naby,8241.62998788
Faisal Tawabek,Fom El-Khalig,8626.45655236
Faisal Tawabek,Imbaba,10611.3674294
Faisal Tawabek,Tiba,11422.8528776
Faisal Tawabek,El Basatin,12161.793237
Faisal Tawabek,El-Obour,15285.9157782
Faisal Tawabek,El Mizalat,16677.986061
Faisal Tawabek,Nasr,17614.5927742
Faisal Tawabek,Fateh,17697.9807736
Faisal Tawabek,El-Teraa El-,17716.2989891
Faisal Tawabek,Port Said,18990.0859267
Faisal Tawabek,Al Amiriyyah,20512.6935933
Faisal Tawabek,Al Sawah,21020.3819928
Faisal Tawabek,Al Mataria,21392.510601
Faisal Tawabek,Al Amal,24366.2714535
Faisal Tawabek,Helwan,26728.6714162
Faisal Tawabek,Al-Mostaqbal,26919.2472694
Faisal Tawabek,Gesr Al Suez,28021.3596654
Faisal Tawabek,Maadi,28222.0810394
Faisal Tawabek,Cairo,29068.720969
Faisal Tawabek,Katameya,31392.3134721
Al Malek Al Saleh,Fom El-Khalig,1037.76558426
Al Malek Al Saleh,Athar an Naby,3540.6006454
Al Malek Al Saleh,Badr,4647.23553141
Al Malek Al Saleh,El Basatin,4990.04951768
Al Malek Al Saleh,Giza,5975.48833974
Al Malek Al Saleh,El-Mounib,6076.19435092
Al Malek Al Saleh,Imbaba,8006.1035333
Al Malek Al Saleh,Tiba,8089.03707447
Al Malek Al Saleh,Nasr,9144.40638786
Al Malek Al Saleh,Fateh,9256.74451369
Al Malek Al Saleh,El-Obour,9659.67136192
Al Malek Al Saleh,El Mizalat,11314.6621223
Al Malek Al Saleh,El-Teraa El-,11838.2016506
Al Malek Al Saleh,Port Said,12545.3198559
Al Malek Al Saleh,Al Amiriyyah,13531.1209786
Al Malek Al Saleh,Al Sawah,13761.1979892
Al Malek Al Saleh,Al Mataria,14348.595927
Al Malek Al Saleh,Al Amal,16837.0383378
Al Malek Al Saleh,Al-Mostaqbal,18389.7739908
Al Malek Al Saleh,Gesr Al Suez,20320.6462432
Al Malek Al Saleh,Maadi,20424.9798581
Al Malek Al Saleh,Cairo,21365.8945605
Al Malek Al Saleh,Katameya,23607.7342924
Al Malek Al Saleh,Helwan,24366.6864968
Imbaba,Tiba,882.948284941
Imbaba,Imbaba,1872.54575589
Imbaba,El Mizalat,4638.92237308
Imbaba,El-Teraa El-,5860.81464484
Imbaba,Fom El-Khalig,7202.79532983
Imbaba,Port Said,7431.12738605
Imbaba,Al Amiriyyah,9331.90467368
Imbaba,Giza,10047.6554561
Imbaba,Al Sawah,10136.5115516
Imbaba,Al Mataria,10194.3325752
Imbaba,Fateh,10757.5111848
Imbaba,Nasr,10922.4319139
Imbaba,Athar an Naby,11709.1294257
Imbaba,Badr,12022.2251317
Imbaba,El-Mounib,12042.965174
Imbaba,El Basatin,12515.8974044
Imbaba,Gesr Al Suez,17255.1455343
Imbaba,El-Obour,17404.3876093
Imbaba,Al-Mostaqbal,19878.2440034
Imbaba,Al Amal,22264.1174263
Imbaba,Maadi,25098.4981741
Imbaba,Cairo,26166.7852841
Imbaba,Katameya,28118.6858171
Imbaba,Helwan,32522.0735188
10th of Ramadan Station (Asher Men Ramadan),Gesr Al Suez,6200.96164192
10th of Ramadan Station (Asher Men Ramadan),Al-Mostaqbal,13184.6899235
10th of Ramadan Station (Asher Men Ramadan),Al Mataria,13210.0817022
10th of Ramadan Station (Asher Men Ramadan),Al Sawah,13347.4743344
10th of Ramadan Station (Asher Men Ramadan),Al Amiriyyah,14076.5742325
10th of Ramadan Station (Asher Men Ramadan),Port Said,16005.1844337
10th of Ramadan Station (Asher Men Ramadan),Fateh,17601.8566788
10th of Ramadan Station (Asher Men Ramadan),El-Teraa El-,17693.0030704
10th of Ramadan Station (Asher Men Ramadan),Nasr,17839.7294611
10th of Ramadan Station (Asher Men Ramadan),El Mizalat,19061.1596152
10th of Ramadan Station (Asher Men Ramadan),Maadi,22288.4698355
10th of Ramadan Station (Asher Men Ramadan),Cairo,23101.5726751
10th of Ramadan Station (Asher Men Ramadan),Katameya,23135.9397249
10th of Ramadan Station (Asher Men Ramadan),Al Amal,23409.7451572
10th of Ramadan Station (Asher Men Ramadan),Tiba,24287.1501871
10th of Ramadan Station (Asher Men Ramadan),Imbaba,25275.9835794
10th of Ramadan Station (Asher Men Ramadan),Fom El-Khalig,25879.4345239
10th of Ramadan Station (Asher Men Ramadan),El Basatin,26014.7501269
10th of Ramadan Station (Asher Men Ramadan),El-Obour,28475.3072329
10th of Ramadan Station (Asher Men Ramadan),Athar an Naby,28911.2126887
10th of Ramadan Station (Asher Men Ramadan),Badr,30849.239898
10th of Ramadan Station (Asher Men Ramadan),Giza,31623.2261655
10th of Ramadan Station (Asher Men Ramadan),El-Mounib,32409.8163903
10th of Ramadan Station (Asher Men Ramadan),Helwan,41605.1102685
Moroor (Saqqara),Helwan,8297.8549233
Moroor (Saqqara),El-Obour,14725.6148814
Moroor (Saqqara),Badr,17585.3739244
Moroor (Saqqara),Athar an Naby,17706.4876983
Moroor (Saqqara),El Basatin,18354.2589193
Moroor (Saqqara),El-Mounib,18577.4547705
Moroor (Saqqara),Giza,21206.9342443
Moroor (Saqqara),Al Amal,21759.5085802
Moroor (Saqqara),Fom El-Khalig,22257.0174123
Moroor (Saqqara),Maadi,25208.5522003
Moroor (Saqqara),Cairo,25295.830433
Moroor (Saqqara),Nasr,26112.3593718
Moroor (Saqqara),Fateh,26429.0947802
Moroor (Saqqara),Katameya,27291.4607557
Moroor (Saqqara),Imbaba,28775.0760321
Moroor (Saqqara),Tiba,29097.5865643
Moroor (Saqqara),Al-Mostaqbal,30847.1448785
Moroor (Saqqara),El Mizalat,32420.9646389
Moroor (Saqqara),El-Teraa El-,32735.2444419
Moroor (Saqqara),Port Said,33051.2718507
Moroor (Saqqara),Al Sawah,33263.0484803
Moroor (Saqqara),Al Amiriyyah,33427.5675665
Moroor (Saqqara),Al Mataria,34076.6244716
Moroor (Saqqara),Gesr Al Suez,38122.6946068
Koleyet Al Banat (Ain Shams University),Al Sawah,3988.18735279
Koleyet Al Banat (Ain Shams University),Fateh,4722.06816354
Koleyet Al Banat (Ain Shams University),Al Mataria,4858.47182884
Koleyet Al Banat (Ain Shams University),Al Amiriyyah,4949.81775912
Koleyet Al Banat (Ain Shams University),Nasr,5008.98403944
Koleyet Al Banat (Ain Shams University),Port Said,6591.7297068
Koleyet Al Banat (Ain Shams University),Gesr Al Suez,7216.90399923
Koleyet Al Banat (Ain Shams University),El-Teraa El-,8095.22966887
Koleyet Al Banat (Ain Shams University),Al-Mostaqbal,8232.28251115
Koleyet Al Banat (Ain Shams University),El Mizalat,9287.11574069
Koleyet Al Banat (Ain Shams University),Fom El-Khalig,12985.6049425
Koleyet Al Banat (Ain Shams University),Tiba,13061.2218785
Koleyet Al Banat (Ain Shams University),El Basatin,13201.8845405
Koleyet Al Banat (Ain Shams University),Imbaba,13972.0407292
Koleyet Al Banat (Ain Shams University),Al Amal,14841.7253982
Koleyet Al Banat (Ain Shams University),Athar an Naby,15898.1425649
Koleyet Al Banat (Ain Shams University),Maadi,16026.0715453
Koleyet Al Banat (Ain Shams University),El-Obour,16376.2909715
Koleyet Al Banat (Ain Shams University),Cairo,17120.3624655
Koleyet Al Banat (Ain Shams University),Badr,17833.5845127
Koleyet Al Banat (Ain Shams University),Katameya,18472.9350185
Koleyet Al Banat (Ain Shams University),Giza,18888.5610255
Koleyet Al Banat (Ain Shams University),El-Mounib,19463.970116
Koleyet Al Banat (Ain Shams University),Helwan,30976.8953287
Lotus (5th Settlement),Katameya,9290.75912045
Lotus (5th Settlement),Cairo,11204.1886849
Lotus (5th Settlement),Maadi,11398.6919489
Lotus (5th Settlement),Al-Mostaqbal,12241.2260748
Lotus (5th Settlement),Al Amal,15279.8714289
Lotus (5th Settlement),Gesr Al Suez,20239.9630627
Lotus (5th Settlement),Nasr,21447.3142979
Lotus (5th Settlement),Fateh,21529.4516864
Lotus (5th Settlement),Al Sawah,23960.1489251
Lotus (5th Settlement),Al Mataria,24601.8242284
Lotus (5th Settlement),Al Amiriyyah,25020.0754994
Lotus (5th Settlement),El-Obour,25054.4287749
Lotus (5th Settlement),El Basatin,26085.5161596
Lotus (5th Settlement),Port Said,26893.1954236
Lotus (5th Settlement),El-Teraa El-,28461.4844194
Lotus (5th Settlement),El Mizalat,29654.1207538
Lotus (5th Settlement),Fom El-Khalig,29850.3074523
Lotus (5th Settlement),Athar an Naby,30092.9691384
Lotus (5th Settlement),Helwan,31528.1625755
Lotus (5th Settlement),Badr,32481.5878965
Lotus (5th Settlement),Tiba,32791.7307899
Lotus (5th Settlement),Imbaba,33577.7410849
Lotus (5th Settlement),El-Mounib,34867.1163214
Lotus (5th Settlement),Giza,35561.480884
El Itihad Square (Maadi),Athar an Naby,3642.35720051
El Itihad Square (Maadi),El Basatin,3893.66565753
El Itihad Square (Maadi),El-Obour,4235.81561391
El Itihad Square (Maadi),Badr,5137.54523745
El Itihad Square (Maadi),El-Mounib,7523.36211749
El Itihad Square (Maadi),Fom El-Khalig,7853.95412041
El Itihad Square (Maadi),Giza,9549.59541373
El Itihad Square (Maadi),Nasr,12103.2265126
El Itihad Square (Maadi),Fateh,12376.1339002
El Itihad Square (Maadi),Al Amal,13949.6659739
El Itihad Square (Maadi),Imbaba,14785.2734756
El Itihad Square (Maadi),Tiba,14906.1975962
El Itihad Square (Maadi),Helwan,17580.7137965
El Itihad Square (Maadi),El Mizalat,17712.7101702
El Itihad Square (Maadi),Maadi,17977.988384
El Itihad Square (Maadi),El-Teraa El-,17991.5565787
El Itihad Square (Maadi),Port Said,18329.1143595
El Itihad Square (Maadi),Cairo,18684.9352911
El Itihad Square (Maadi),Al Sawah,18755.7094983
El Itihad Square (Maadi),Al Amiriyyah,18821.7807413
El Itihad Square (Maadi),Al-Mostaqbal,19306.2959715
El Itihad Square (Maadi),Al Mataria,19520.1325838
El Itihad Square (Maadi),Katameya,21048.5787487
El Itihad Square (Maadi),Gesr Al Suez,24309.8876233
El Warsha (Ezbet Al Nakhl),Gesr Al Suez,2486.04923994
El Warsha (Ezbet Al Nakhl),Al Mataria,6196.63548464
El Warsha (Ezbet Al Nakhl),Al Sawah,6592.68908031
El Warsha (Ezbet Al Nakhl),Al Amiriyyah,7080.76739479
El Warsha (Ezbet Al Nakhl),Port Said,8830.01360218
El Warsha (Ezbet Al Nakhl),El-Teraa El-,10443.3531289
El Warsha (Ezbet Al Nakhl),El Mizalat,11783.6244664
El Warsha (Ezbet Al Nakhl),Fateh,12627.7432662
El Warsha (Ezbet Al Nakhl),Al-Mostaqbal,12754.6651156
El Warsha (Ezbet Al Nakhl),Nasr,12939.0165297
El Warsha (Ezbet Al Nakhl),Tiba,17138.9217828
El Warsha (Ezbet Al Nakhl),Imbaba,18127.6267093
El Warsha (Ezbet Al Nakhl),Fom El-Khalig,19665.1479256
El Warsha (Ezbet Al Nakhl),El Basatin,20998.9881022
El Warsha (Ezbet Al Nakhl),Al Amal,21878.9977837
El Warsha (Ezbet Al Nakhl),Maadi,22076.8086001
El Warsha (Ezbet Al Nakhl),Cairo,23087.7974928
El Warsha (Ezbet Al Nakhl),Athar an Naby,23260.2122316
El Warsha (Ezbet Al Nakhl),Katameya,23859.9293189
El Warsha (Ezbet Al Nakhl),El-Obour,24373.2600764
El Warsha (Ezbet Al Nakhl),Badr,24931.4662162
El Warsha (Ezbet Al Nakhl),Giza,25081.7940178
El Warsha (Ezbet Al Nakhl),El-Mounib,26186.7043714
El Warsha (Ezbet Al Nakhl),Helwan,38860.7348681
Bashtil El Balad,Imbaba,2880.07198967
Bashtil El Balad,Tiba,3357.78994192
Bashtil El Balad,El Mizalat,7485.84537725
Bashtil El Balad,El-Teraa El-,8868.74225437
Bashtil El Balad,Fom El-Khalig,9750.49787864
Bashtil El Balad,Giza,10304.8374506
Bashtil El Balad,Port Said,10605.129174
Bashtil El Balad,Al Amiriyyah,12645.9982672
Bashtil El Balad,El-Mounib,12769.9571006
Bashtil El Balad,Al Mataria,13453.0009186
Bashtil El Balad,Badr,13498.4423582
Bashtil El Balad,Al Sawah,13564.6263506
Bashtil El Balad,Athar an Naby,13846.2388706
Bashtil El Balad,Fateh,14711.8143837
Bashtil El Balad,Nasr,14869.0473482
Bashtil El Balad,El Basatin,15512.058116
Bashtil El Balad,El-Obour,20340.190479
Bashtil El Balad,Gesr Al Suez,20506.5136321
Bashtil El Balad,Al-Mostaqbal,23820.5914223
Bashtil El Balad,Al Amal,26006.6546794
Bashtil El Balad,Maadi,28963.098431
Bashtil El Balad,Cairo,30021.4776343
Bashtil El Balad,Katameya,32011.0331068
Bashtil El Balad,Helwan,35001.151633
Kafr Al Shurafa,Gesr Al Suez,1903.63720682
Kafr Al Shurafa,Al Mataria,7657.17164206
Kafr Al Shurafa,Al Sawah,7952.71201559
Kafr Al Shurafa,Al Amiriyyah,8540.71804128
Kafr Al Shurafa,Port Said,10367.8163907
Kafr Al Shurafa,El-Teraa El-,12012.8144978
Kafr Al Shurafa,Al-Mostaqbal,12405.6855748
Kafr Al Shurafa,El Mizalat,13365.1215686
Kafr Al Shurafa,Fateh,13477.3926385
Kafr Al Shurafa,Nasr,13771.394206
Kafr Al Shurafa,Tiba,18680.0391149
Kafr Al Shurafa,Imbaba,19669.6563522
Kafr Al Shurafa,Fom El-Khalig,20927.9822319
Kafr Al Shurafa,Maadi,21835.7479855
Kafr Al Shurafa,El Basatin,21933.2182373
Kafr Al Shurafa,Al Amal,21939.3314243
Kafr Al Shurafa,Cairo,22812.0340849
Kafr Al Shurafa,Katameya,23429.5620889
Kafr Al Shurafa,Athar an Naby,24376.867615
Kafr Al Shurafa,El-Obour,25085.0477882
Kafr Al Shurafa,Badr,26126.0527965
Kafr Al Shurafa,Giza,26450.390423
Kafr Al Shurafa,El-Mounib,27468.0759851
Kafr Al Shurafa,Helwan,39293.009954
Khosous (Ring Road),Al Mataria,6127.64782716
Khosous (Ring Road),Al Amiriyyah,6705.71761722
Khosous (Ring Road),Al Sawah,7017.44836047
Khosous (Ring Road),Port Said,7331.03135817
Khosous (Ring Road),Gesr Al Suez,7599.99921214
Khosous (Ring Road),El-Teraa El-,8317.67917706
Khosous (Ring Road),El Mizalat,9346.64050614
Khosous (Ring Road),Fateh,14179.0000111
Khosous (Ring Road),Nasr,14522.1289152
Khosous (Ring Road),Tiba,14783.306157
Khosous (Ring Road),Imbaba,15720.5449684
Khosous (Ring Road),Al-Mostaqbal,17075.872203
Khosous (Ring Road),Fom El-Khalig,19047.0638586
Khosous (Ring Road),El Basatin,21772.1613631
Khosous (Ring Road),Athar an Naby,23210.0549705
Khosous (Ring Road),Giza,23706.9739955
Khosous (Ring Road),Badr,24476.507098
Khosous (Ring Road),Al Amal,25191.0070397
Khosous (Ring Road),El-Mounib,25268.2855897
Khosous (Ring Road),El-Obour,25832.9041148
Khosous (Ring Road),Maadi,26012.8045147
Khosous (Ring Road),Cairo,27075.0981424
Khosous (Ring Road),Katameya,28115.0153045
Khosous (Ring Road),Helwan,40965.5775601
Abdullah El Refaey,Gesr Al Suez,4060.42494728
Abdullah El Refaey,Al Mataria,8776.87314483
Abdullah El Refaey,Al Sawah,9253.36209261
Abdullah El Refaey,Al Amiriyyah,9650.82054806
Abdullah El Refaey,Port Said,11255.3510093
Abdullah El Refaey,El-Teraa El-,12769.7888423
Abdullah El Refaey,El Mizalat,14057.4598971
Abdullah El Refaey,Al-Mostaqbal,14536.5602858
Abdullah El Refaey,Fateh,15323.4516644
Abdullah El Refaey,Nasr,15630.1903981
Abdullah El Refaey,Tiba,19501.2367713
Abdullah El Refaey,Imbaba,20484.0008823
Abdullah El Refaey,Fom El-Khalig,22343.5216756
Abdullah El Refaey,El Basatin,23717.4400117
Abdullah El Refaey,Maadi,23976.514087
Abdullah El Refaey,Al Amal,24092.8531182
Abdullah El Refaey,Cairo,24946.3680967
Abdullah El Refaey,Katameya,25524.9604885
Abdullah El Refaey,Athar an Naby,25980.5733149
Abdullah El Refaey,El-Obour,27030.8642242
Abdullah El Refaey,Badr,27633.5009567
Abdullah El Refaey,Giza,27684.1403581
Abdullah El Refaey,El-Mounib,28850.5659959
Abdullah El Refaey,Helwan,41374.7833341
Bus Stop 43 (Matareya),Al Mataria,2678.43562581
Bus Stop 43 (Matareya),Al Sawah,3268.23536975
Bus Stop 43 (Matareya),Al Amiriyyah,3545.87151448
Bus Stop 43 (Matareya),Gesr Al Suez,4967.88881756
Bus Stop 43 (Matareya),Port Said,5233.78333345
Bus Stop 43 (Matareya),El-Teraa El-,6865.67795386
Bus Stop 43 (Matareya),El Mizalat,8221.41363513
Bus Stop 43 (Matareya),Fateh,10131.5037505
Bus Stop 43 (Matareya),Nasr,10467.8032882
Bus Stop 43 (Matareya),Al-Mostaqbal,12887.8123741
Bus Stop 43 (Matareya),Tiba,13544.5472292
Bus Stop 43 (Matareya),Imbaba,14533.5966818
Bus Stop 43 (Matareya),Fom El-Khalig,16304.0386396
Bus Stop 43 (Matareya),El Basatin,18169.7407799
Bus Stop 43 (Matareya),Athar an Naby,20101.7256476
Bus Stop 43 (Matareya),Al Amal,20807.2948454
Bus Stop 43 (Matareya),Giza,21578.6401362
Bus Stop 43 (Matareya),Badr,21647.3982227
Bus Stop 43 (Matareya),Maadi,21660.0910663
Bus Stop 43 (Matareya),El-Obour,21926.632925
Bus Stop 43 (Matareya),Cairo,22729.4075237
Bus Stop 43 (Matareya),El-Mounib,22781.5502109
Bus Stop 43 (Matareya),Katameya,23834.7849188
Bus Stop 43 (Matareya),Helwan,36855.9566903
Helmeyet El Zaitoun Metro,Al Mataria,1530.77777604
Helmeyet El Zaitoun Metro,Al Sawah,1687.12381098
Helmeyet El Zaitoun Metro,Al Amiriyyah,2358.27800417
Helmeyet El Zaitoun Metro,Port Said,4378.6589787
Helmeyet El Zaitoun Metro,Gesr Al Suez,5568.21216476
Helmeyet El Zaitoun Metro,El-Teraa El-,6128.17859408
Helmeyet El Zaitoun Metro,El Mizalat,7515.45270944
Helmeyet El Zaitoun Metro,Fateh,8354.86576085
Helmeyet El Zaitoun Metro,Nasr,8691.66154628
Helmeyet El Zaitoun Metro,Al-Mostaqbal,11795.0460405
Helmeyet El Zaitoun Metro,Tiba,12569.4692141
Helmeyet El Zaitoun Metro,Imbaba,13556.6676603
Helmeyet El Zaitoun Metro,Fom El-Khalig,14762.7784932
Helmeyet El Zaitoun Metro,El Basatin,16420.7380936
Helmeyet El Zaitoun Metro,Athar an Naby,18445.3407193
Helmeyet El Zaitoun Metro,Al Amal,19226.2551103
Helmeyet El Zaitoun Metro,Badr,20055.3525886
Helmeyet El Zaitoun Metro,El-Obour,20149.2258563
Helmeyet El Zaitoun Metro,Giza,20190.3794391
Helmeyet El Zaitoun Metro,Maadi,20264.2239976
Helmeyet El Zaitoun Metro,El-Mounib,21279.2181153
Helmeyet El Zaitoun Metro,Cairo,21346.5937734
Helmeyet El Zaitoun Metro,Katameya,22559.4475993
Helmeyet El Zaitoun Metro,Helwan,35092.8262711
Kafr Tuhurmis,Giza,1357.15195178
Kafr Tuhurmis,El-Mounib,3984.27184585
Kafr Tuhurmis,Badr,5721.86267247
Kafr Tuhurmis,Fom El-Khalig,6328.33639317
Kafr Tuhurmis,Athar an Naby,7361.85358537
Kafr Tuhurmis,Imbaba,7771.53081903
Kafr Tuhurmis,Tiba,8552.61511182
Kafr Tuhurmis,El Basatin,10880.4675869
Kafr Tuhurmis,El Mizalat,13779.8599217
Kafr Tuhurmis,El-Obour,14717.5147198
Kafr Tuhurmis,El-Teraa El-,14822.1111341
Kafr Tuhurmis,Nasr,15272.9888077
Kafr Tuhurmis,Fateh,15321.7873123
Kafr Tuhurmis,Port Said,16114.0983761
Kafr Tuhurmis,Al Amiriyyah,17672.2612924
Kafr Tuhurmis,Al Sawah,18210.8159269
Kafr Tuhurmis,Al Mataria,18554.5304538
