InputID,TargetID,Distance
Cairo University Ferry,Helwan,26689.0657127
Masaken Sheraton,Gesr Al Suez,4059.01293105
Masaken Sheraton,Al-Mostaqbal,6957.75049537
Masaken Sheraton,Al Sawah,9141.12015836
Masaken Sheraton,Al Mataria,9453.59515682
Masaken Sheraton,Al Amiriyyah,10140.201273
Masaken Sheraton,Fateh,11376.7409475
Masaken Sheraton,Nasr,11569.8051071
Masaken Sheraton,Port Said,12212.0076521
Masaken Sheraton,El-Teraa El-,13961.638221
Masaken Sheraton,El Mizalat,15328.2218344
Masaken Sheraton,Maadi,16390.4890355
Masaken Sheraton,Al Amal,16996.400008
Masaken Sheraton,Cairo,17316.6104166
Masaken Sheraton,Katameya,17781.5320929
Masaken Sheraton,El Basatin,19595.6473493
Masaken Sheraton,Tiba,19903.4635208
Masaken Sheraton,Fom El-Khalig,20151.6263392
Masaken Sheraton,Imbaba,20857.9194648
Masaken Sheraton,El-Obour,21822.8756271
Masaken Sheraton,Athar an Naby,22736.8199607
Masaken Sheraton,Badr,24807.204737
Masaken Sheraton,Giza,26091.0738138
Masaken Sheraton,El-Mounib,26568.5610923
Masaken Sheraton,Helwan,35001.2466165
Industrial Zone 3,Giza,33584.6706053
Industrial Zone 3,El-Mounib,33878.0492735
Industrial Zone 3,Badr,36217.4537885
Industrial Zone 3,Athar an Naby,38605.7091546
Industrial Zone 3,Imbaba,39039.3247213
Industrial Zone 3,Fom El-Khalig,39593.1757891
Industrial Zone 3,Tiba,40028.9186323
Industrial Zone 3,El Basatin,42606.2712957
Industrial Zone 3,El-Obour,44250.548954
Industrial Zone 3,El Mizalat,45409.1786244
Industrial Zone 3,El-Teraa El-,46725.6091389
Industrial Zone 3,Port Said,48341.4563413
Industrial Zone 3,Helwan,48459.1489389
Industrial Zone 3,Nasr,48591.472936
Industrial Zone 3,Fateh,48658.8862487
Industrial Zone 3,Al Amiriyyah,50215.483569
Industrial Zone 3,Al Sawah,50948.1839492
Industrial Zone 3,Al Mataria,51088.296717
Industrial Zone 3,Al Amal,54172.0266594
Industrial Zone 3,Al-Mostaqbal,57913.5363603
Industrial Zone 3,Gesr Al Suez,58103.4149355
Industrial Zone 3,Maadi,58207.1846377
Industrial Zone 3,Cairo,58896.0756424
Industrial Zone 3,Katameya,61260.2496672
Qalaa,Fom El-Khalig,3078.09476529
Qalaa,El Basatin,5018.20624531
Qalaa,Nasr,5931.24868206
Qalaa,Athar an Naby,6018.7074626
Qalaa,Fateh,6021.21458049
Qalaa,Badr,7723.61201196
Qalaa,Tiba,7934.40822643
Qalaa,Imbaba,8248.96276195
Qalaa,Giza,9084.07918429
Qalaa,El-Mounib,9337.30118537
Qalaa,El Mizalat,9486.15611263
Qalaa,El-Teraa El-,9681.2714211
Qalaa,El-Obour,9833.98525994
Qalaa,Port Said,10040.5247959
Qalaa,Al Amiriyyah,10718.964302
Qalaa,Al Sawah,10816.0723988
Qalaa,Al Mataria,11485.6767545
Qalaa,Al Amal,15040.8526059
Qalaa,Al-Mostaqbal,15327.8184505
Qalaa,Gesr Al Suez,17150.2022765
Qalaa,Maadi,18308.355897
Qalaa,Cairo,19315.1383776
Qalaa,Katameya,21454.1259232
Qalaa,Helwan,25193.309527
Al Mostaqbal Entrance,Giza,30454.5627105
Al Mostaqbal Entrance,El-Mounib,30711.191868
Al Mostaqbal Entrance,Badr,33043.1285425
Al Mostaqbal Entrance,Athar an Naby,35431.0037851
Al Mostaqbal Entrance,Imbaba,36079.1119246
Al Mostaqbal Entrance,Fom El-Khalig,36468.1455683
Al Mostaqbal Entrance,Tiba,37067.6814114
Al Mostaqbal Entrance,El Basatin,39429.6305599
Al Mostaqbal Entrance,El-Obour,41070.7442804
Al Mostaqbal Entrance,El Mizalat,42477.2690949
Al Mostaqbal Entrance,El-Teraa El-,43781.1674301
Al Mostaqbal Entrance,Port Said,45378.6717246
Al Mostaqbal Entrance,Nasr,45466.6327553
Al Mostaqbal Entrance,Helwan,45501.6995772
Al Mostaqbal Entrance,Fateh,45538.4719816
Al Mostaqbal Entrance,Al Amiriyyah,47231.0306452
Al Mostaqbal Entrance,Al Sawah,47946.5390551
Al Mostaqbal Entrance,Al Mataria,48106.92485
Al Mostaqbal Entrance,Al Amal,50989.6920131
Al Mostaqbal Entrance,Al-Mostaqbal,54767.0820501
Al Mostaqbal Entrance,Maadi,55024.3843906
Al Mostaqbal Entrance,Gesr Al Suez,55101.2658831
Al Mostaqbal Entrance,Cairo,55714.3915063
Al Mostaqbal Entrance,Katameya,58078.6062264
Motseian,Giza,2881.69972935
Motseian,Fom El-Khalig,3148.76972842
Motseian,El-Mounib,4010.0827227
Motseian,Badr,4106.03153045
Motseian,Athar an Naby,4797.33466578
Motseian,Imbaba,7156.53785732
Motseian,Tiba,7630.43598679
Motseian,El Basatin,7825.29444447
Motseian,El-Obour,12034.0333345
Motseian,Nasr,12147.1113395
Motseian,El Mizalat,12150.2298281
Motseian,Fateh,12219.2618831
Motseian,El-Teraa El-,12983.3749586
Motseian,Port Said,14041.0576504
Motseian,Al Amiriyyah,15372.3057678
Motseian,Al Sawah,15783.7521788
Motseian,Al Mataria,16237.1480825
Motseian,Al Amal,19955.3803597
Motseian,Al-Mostaqbal,21533.8630995
Motseian,Gesr Al Suez,22668.1826918
Motseian,Maadi,23612.7459978
Motseian,Cairo,24536.1153613
Motseian,Helwan,25817.5414743
Motseian,Katameya,26797.6624933
Al Mostafa Mosque,Katameya,4254.40851476
Al Mostafa Mosque,Cairo,5745.56457311
Al Mostafa Mosque,Maadi,5824.46899701
Al Mostafa Mosque,Al-Mostaqbal,9043.97936692
Al Mostafa Mosque,Al Amal,9689.09692559
Al Mostafa Mosque,Nasr,17149.2507123
Al Mostafa Mosque,Fateh,17292.4864342
Al Mostafa Mosque,Gesr Al Suez,18934.4873663
Al Mostafa Mosque,El-Obour,19522.1897385
Al Mostafa Mosque,El Basatin,20846.8078891
Al Mostafa Mosque,Al Sawah,21045.6929727
Al Mostafa Mosque,Al Mataria,21815.7677931
Al Mostafa Mosque,Al Amiriyyah,22065.5090358
Al Mostafa Mosque,Port Said,23733.465648
Al Mostafa Mosque,Athar an Naby,24860.6074204
Al Mostafa Mosque,Fom El-Khalig,25018.8908064
Al Mostafa Mosque,El-Teraa El-,25139.1246827
Al Mostafa Mosque,El Mizalat,26200.725771
Al Mostafa Mosque,Helwan,26395.7844365
Al Mostafa Mosque,Badr,27241.6128484
Al Mostafa Mosque,Tiba,28676.1608316
Al Mostafa Mosque,Imbaba,29383.9715046
Al Mostafa Mosque,El-Mounib,29670.8406625
Al Mostafa Mosque,Giza,30540.6036974
15th of May,Helwan,7921.10095979
15th of May,Al Amal,20870.7364164
15th of May,El-Obour,21338.0763267
15th of May,Cairo,21415.153776
15th of May,Maadi,22039.9849746
15th of May,Katameya,22228.6150406
15th of May,El Basatin,26226.504024
15th of May,Athar an Naby,27949.0003968
15th of May,Badr,29051.4051171
15th of May,El-Mounib,30963.0187485
15th of May,Al-Mostaqbal,30976.1085952
15th of May,Nasr,31148.9746039
15th of May,Fateh,31489.9320155
15th of May,Fom El-Khalig,31846.7209566
15th of May,Giza,33428.4553148
15th of May,Al Sawah,38549.566427
15th of May,Tiba,38784.6798703
15th of May,Imbaba,38830.6145912
15th of May,Al Amiriyyah,39128.9510361
15th of May,Al Mataria,39480.1777385
15th of May,Port Said,39600.5210783
15th of May,El-Teraa El-,39985.9512123
15th of May,El Mizalat,40213.8369602
15th of May,Gesr Al Suez,40879.5359896
Moneeb Konayyesa,El-Mounib,1032.12402539
Moneeb Konayyesa,Badr,1505.68455598
Moneeb Konayyesa,Giza,3410.28595644
Moneeb Konayyesa,Athar an Naby,3878.80980853
Moneeb Konayyesa,Fom El-Khalig,6183.13600877
Moneeb Konayyesa,El Basatin,7893.3026778
Moneeb Konayyesa,El-Obour,10684.7543974
Moneeb Konayyesa,Imbaba,11176.601303
Moneeb Konayyesa,Tiba,11693.6306085
Moneeb Konayyesa,Nasr,14505.9726038
Moneeb Konayyesa,Fateh,14658.3476263
Moneeb Konayyesa,El Mizalat,16133.9441253
Moneeb Konayyesa,El-Teraa El-,16887.917995
Moneeb Konayyesa,Port Said,17818.7380302
Moneeb Konayyesa,Al Amiriyyah,18977.5616041
Moneeb Konayyesa,Al Sawah,19272.964106
Moneeb Konayyesa,Al Mataria,19816.6852712
Moneeb Konayyesa,Al Amal,19929.4136793
Moneeb Konayyesa,Helwan,22769.0102042
Moneeb Konayyesa,Al-Mostaqbal,23366.7803349
Moneeb Konayyesa,Maadi,23849.4676926
Moneeb Konayyesa,Cairo,24657.7385789
Moneeb Konayyesa,Gesr Al Suez,25897.1988587
Moneeb Konayyesa,Katameya,26999.7224289
Manial,Fom El-Khalig,937.049761503
Manial,Athar an Naby,5175.50063214
Manial,Giza,5554.17993665
Manial,Badr,5693.71149959
Manial,Imbaba,6175.60743686
Manial,Tiba,6313.29608213
Manial,El-Mounib,6450.39384238
Manial,El Basatin,6769.02817109
Manial,Nasr,9581.84419273
Manial,Fateh,9629.95438926
Manial,El Mizalat,9996.61224811
Manial,El-Teraa El-,10676.8587169
Manial,El-Obour,11499.2125812
Manial,Port Said,11586.8357556
Manial,Al Amiriyyah,12802.0948599
Manial,Al Sawah,13164.6480613
Manial,Al Mataria,13655.6643259
Manial,Al Amal,18326.3480338
Manial,Al-Mostaqbal,19054.1765943
Manial,Gesr Al Suez,19995.7739091
Manial,Maadi,21792.3776123
Manial,Cairo,22764.8074279
Manial,Katameya,24963.3790717
Manial,Helwan,26185.5483928
Hamada Emam,Giza,34241.2631723
Hamada Emam,El-Mounib,34335.7820283
Hamada Emam,Badr,36603.7303848
Hamada Emam,Athar an Naby,38982.7638056
Hamada Emam,Imbaba,40141.8058723
Hamada Emam,Fom El-Khalig,40259.5732663
Hamada Emam,Tiba,41128.5524276
Hamada Emam,El Basatin,42953.7001819
Hamada Emam,El-Obour,44317.2162358
Hamada Emam,El Mizalat,46560.2382856
Hamada Emam,Helwan,47679.0181906
Hamada Emam,El-Teraa El-,47852.6379805
Hamada Emam,Nasr,49247.3653105
Hamada Emam,Fateh,49332.2576686
Hamada Emam,Port Said,49432.1537838
Hamada Emam,Al Amiriyyah,51260.9857026
Hamada Emam,Al Sawah,51956.2659875
Hamada Emam,Al Mataria,52139.72664
Hamada Emam,Al Amal,54282.2019371
Hamada Emam,Maadi,58332.1793691
Hamada Emam,Al-Mostaqbal,58462.8379781
Hamada Emam,Cairo,58981.5319259
Hamada Emam,Gesr Al Suez,59106.5160577
Hamada Emam,Katameya,61342.2888854
New Marg,Gesr Al Suez,5177.35861261
New Marg,Al Mataria,7835.83886399
New Marg,Al Sawah,8481.03271594
New Marg,Al Amiriyyah,8659.2218324
New Marg,Port Said,9998.14811222
New Marg,El-Teraa El-,11366.5655527
New Marg,El Mizalat,12581.0461185
New Marg,Fateh,15129.0094434
New Marg,Nasr,15454.2175495
New Marg,Al-Mostaqbal,15644.0683565
New Marg,Tiba,18066.5073165
New Marg,Imbaba,19036.567643
New Marg,Fom El-Khalig,21460.4391785
New Marg,El Basatin,23334.5903792
New Marg,Al Amal,24787.6596958
New Marg,Maadi,24992.9944376
New Marg,Athar an Naby,25312.6297506
New Marg,Cairo,25999.5079055
New Marg,Giza,26572.3642524
New Marg,Katameya,26735.9947715
New Marg,Badr,26831.1056574
New Marg,El-Obour,26936.8641314
New Marg,El-Mounib,27893.6580198
New Marg,Helwan,41613.3962721
Al Shabab Entrance,Maadi,1070.04493834
Al Shabab Entrance,Cairo,1589.59305925
Al Shabab Entrance,Katameya,2789.04057455
Al Shabab Entrance,Al Amal,4958.31371474
Al Shabab Entrance,Al-Mostaqbal,8873.97153979
Al Shabab Entrance,Nasr,14488.1652851
Al Shabab Entrance,Fateh,14705.2635618
Al Shabab Entrance,El-Obour,14907.4218382
Al Shabab Entrance,El Basatin,16717.6193359
Al Shabab Entrance,Gesr Al Suez,19406.4703052
Al Shabab Entrance,Al Sawah,19818.7980512
Al Shabab Entrance,Al Mataria,20687.1646395
Al Shabab Entrance,Athar an Naby,20695.4281358
Al Shabab Entrance,Al Amiriyyah,20747.6873864
Al Shabab Entrance,Fom El-Khalig,21400.7153747
Al Shabab Entrance,Helwan,22024.5682245
Al Shabab Entrance,Port Said,22127.6077344
Al Shabab Entrance,Badr,23046.1114151
Al Shabab Entrance,El-Teraa El-,23308.6536778
Al Shabab Entrance,El Mizalat,24195.2955372
Al Shabab Entrance,El-Mounib,25518.4966263
Al Shabab Entrance,Tiba,25868.8886951
Al Shabab Entrance,Imbaba,26473.5842724
Al Shabab Entrance,Giza,26612.0945954
Al Shorouq Water Station,Al-Mostaqbal,29093.622167
Al Shorouq Water Station,Gesr Al Suez,29313.2893238
Al Shorouq Water Station,Katameya,31330.8923084
Al Shorouq Water Station,Maadi,33016.0594891
Al Shorouq Water Station,Cairo,33045.3282026
Al Shorouq Water Station,Al Sawah,36181.3989163
Al Shorouq Water Station,Al Mataria,36292.9737184
Al Shorouq Water Station,Al Amal,36482.2382416
Al Shorouq Water Station,Al Amiriyyah,37089.4216397
Al Shorouq Water Station,Fateh,37882.3658066
Al Shorouq Water Station,Nasr,37977.9661689
Al Shorouq Water Station,Port Said,39139.9543621
Al Shorouq Water Station,El-Teraa El-,40890.1074532
Al Shorouq Water Station,El Mizalat,42277.485582
Al Shorouq Water Station,El Basatin,44987.4692299
Al Shorouq Water Station,El-Obour,45398.0782784
Al Shorouq Water Station,Fom El-Khalig,46950.7133577
Al Shorouq Water Station,Tiba,47122.4251911
Al Shorouq Water Station,Imbaba,48086.3452898
Al Shorouq Water Station,Athar an Naby,48711.7463323
Al Shorouq Water Station,Badr,50998.9905422
Al Shorouq Water Station,Giza,52967.8338253
Al Shorouq Water Station,El-Mounib,53064.3706699
Al Shorouq Water Station,Helwan,53605.0811319
Matbaa,Athar an Naby,2457.93110577
Matbaa,El Basatin,3301.85713234
Matbaa,Badr,4216.7964346
Matbaa,El-Obour,5059.46357234
Matbaa,Fom El-Khalig,6644.09065082
Matbaa,El-Mounib,6686.55751633
Matbaa,Giza,8537.04773255
Matbaa,Nasr,11448.4494815
Matbaa,Fateh,11702.3287551
Matbaa,Imbaba,13565.2570364
Matbaa,Tiba,13692.2927695
Matbaa,Al Amal,14402.7205813
Matbaa,El Mizalat,16591.9154573
Matbaa,El-Teraa El-,16912.100814
Matbaa,Port Said,17310.3260511
Matbaa,Al Sawah,17864.5359133
Matbaa,Al Amiriyyah,17883.7461183
Matbaa,Maadi,18387.1887464
Matbaa,Al Mataria,18604.5622814
Matbaa,Helwan,18801.6137544
Matbaa,Al-Mostaqbal,19103.8466321
Matbaa,Cairo,19145.0630113
Matbaa,Katameya,21501.7520797
Matbaa,Gesr Al Suez,23612.1536771
Massalah Al Gadeeda (Matareya),Al Mataria,2173.38813075
Massalah Al Gadeeda (Matareya),Al Amiriyyah,2805.23045319
Massalah Al Gadeeda (Matareya),Al Sawah,3071.19158153
Massalah Al Gadeeda (Matareya),Port Said,3967.28010895
Massalah Al Gadeeda (Matareya),El-Teraa El-,5444.56402444
Massalah Al Gadeeda (Matareya),Gesr Al Suez,6643.37924754
Massalah Al Gadeeda (Matareya),El Mizalat,6751.34864085
Massalah Al Gadeeda (Matareya),Fateh,10235.254839
Massalah Al Gadeeda (Matareya),Nasr,10578.8946608
Massalah Al Gadeeda (Matareya),Tiba,12175.0558723
Massalah Al Gadeeda (Matareya),Imbaba,13158.6797392
Massalah Al Gadeeda (Matareya),Al-Mostaqbal,14148.2784267
Massalah Al Gadeeda (Matareya),Fom El-Khalig,15497.5351263
Massalah Al Gadeeda (Matareya),El Basatin,17874.8381278
Massalah Al Gadeeda (Matareya),Athar an Naby,19497.3361072
Massalah Al Gadeeda (Matareya),Giza,20533.7340647
Massalah Al Gadeeda (Matareya),Badr,20901.6372543
Massalah Al Gadeeda (Matareya),Al Amal,21525.5197318
Massalah Al Gadeeda (Matareya),El-Obour,21882.1756144
Massalah Al Gadeeda (Matareya),El-Mounib,21882.8639579
Massalah Al Gadeeda (Matareya),Maadi,22642.523767
Massalah Al Gadeeda (Matareya),Cairo,23726.7817475
Massalah Al Gadeeda (Matareya),Katameya,24945.9150422
Massalah Al Gadeeda (Matareya),Helwan,37017.8920222
Moqattam,Nasr,5211.84062499
Moqattam,Fateh,5526.71718135
Moqattam,Al Amal,6897.15043447
Moqattam,El Basatin,7523.33719585
Moqattam,El-Obour,8377.45409134
Moqattam,Al-Mostaqbal,8574.25936707
Moqattam,Maadi,9744.59985329
Moqattam,Cairo,10781.7737436
Moqattam,Fom El-Khalig,11366.8205422
Moqattam,Athar an Naby,11469.8193897
Moqattam,Al Sawah,12365.6145858
Moqattam,Katameya,12862.9977047
Moqattam,Al Amiriyyah,13003.1956456
Moqattam,Al Mataria,13299.3021663
Moqattam,Port Said,13744.778777
Moqattam,Badr,13852.0190944
Moqattam,El-Teraa El-,14491.441316
Moqattam,El Mizalat,15085.6734865
Moqattam,Gesr Al Suez,15472.5978654
Moqattam,Tiba,15910.7482362
Moqattam,El-Mounib,16189.0425672
Moqattam,Imbaba,16452.9843078
Moqattam,Giza,16882.8824246
Moqattam,Helwan,22058.6992485
Gesr El Suez (Garage),Gesr Al Suez,431.029520127
Gesr El Suez (Garage),Al Mataria,7203.11291221
Gesr El Suez (Garage),Al Sawah,7225.9185646
Gesr El Suez (Garage),Al Amiriyyah,8036.1559575
Gesr El Suez (Garage),Port Said,10047.7107821
Gesr El Suez (Garage),Al-Mostaqbal,10116.9231355
Gesr El Suez (Garage),Fateh,11752.2790407
Gesr El Suez (Garage),El-Teraa El-,11784.7561377
Gesr El Suez (Garage),Nasr,12023.0854428
Gesr El Suez (Garage),El Mizalat,13170.8871567
Gesr El Suez (Garage),Tiba,18231.2015439
Gesr El Suez (Garage),Imbaba,19215.8009894
Gesr El Suez (Garage),Maadi,19539.0600019
Gesr El Suez (Garage),Al Amal,19664.2639798
Gesr El Suez (Garage),Fom El-Khalig,19726.8976834
Gesr El Suez (Garage),El Basatin,20235.5468676
Gesr El Suez (Garage),Cairo,20518.8292468
Gesr El Suez (Garage),Katameya,21166.415322
Gesr El Suez (Garage),Athar an Naby,22909.8966799
Gesr El Suez (Garage),El-Obour,23149.0261676
Gesr El Suez (Garage),Badr,24774.7292794
Gesr El Suez (Garage),Giza,25437.8892642
Gesr El Suez (Garage),El-Mounib,26267.3798109
Gesr El Suez (Garage),Helwan,37143.042325
Abbasseya,Fateh,4019.71487072
Abbasseya,Nasr,4313.79423625
Abbasseya,Port Said,4434.55795744
Abbasseya,Al Amiriyyah,4536.51777996
Abbasseya,Al Sawah,4551.54503271
Abbasseya,El-Teraa El-,4977.02678443
Abbasseya,Al Mataria,5250.0704467
Abbasseya,El Mizalat,5655.23954066
Abbasseya,Tiba,8299.00420072
Abbasseya,Fom El-Khalig,8655.90972839
Abbasseya,Imbaba,9173.45143448
Abbasseya,El Basatin,10549.1921586
Abbasseya,Gesr Al Suez,11160.7301895
Abbasseya,Athar an Naby,12283.4974534
Abbasseya,Al-Mostaqbal,12379.6809744
Abbasseya,Badr,13889.7107801
Abbasseya,Giza,14319.6571694
Abbasseya,El-Obour,14741.2878153
Abbasseya,El-Mounib,15199.7738309
Abbasseya,Al Amal,16327.682689
Abbasseya,Maadi,18511.0259049
Abbasseya,Cairo,19611.7013484
Abbasseya,Katameya,21344.3832828
Abbasseya,Helwan,30077.8733564
Badrasheen Ferry,Helwan,2955.87192746
Badrasheen Ferry,El-Obour,13960.2350948
Badrasheen Ferry,El Basatin,18470.5347362
Badrasheen Ferry,Al Amal,18578.2774732
Badrasheen Ferry,Athar an Naby,19009.4415251
Badrasheen Ferry,Badr,19562.5541102
Badrasheen Ferry,El-Mounib,21113.7524871
Badrasheen Ferry,Cairo,21438.7734465
Badrasheen Ferry,Maadi,21540.5733301
Badrasheen Ferry,Katameya,23212.7869734
Badrasheen Ferry,Fom El-Khalig,23380.5482614
Badrasheen Ferry,Giza,23703.0565226
Badrasheen Ferry,Nasr,25310.0185435
Badrasheen Ferry,Fateh,25647.8153629
Badrasheen Ferry,Al-Mostaqbal,28398.8126472
Badrasheen Ferry,Imbaba,30279.2798864
Badrasheen Ferry,Tiba,30430.1617584
Badrasheen Ferry,Al Sawah,32761.5216206
Badrasheen Ferry,El Mizalat,32950.3030469
Badrasheen Ferry,El-Teraa El-,33035.738136
Badrasheen Ferry,Port Said,33061.1612485
Badrasheen Ferry,Al Amiriyyah,33096.456166
Badrasheen Ferry,Al Mataria,33639.2180877
Badrasheen Ferry,Gesr Al Suez,36759.3835184
Cairo Airport,Gesr Al Suez,4337.88441622
Cairo Airport,Al-Mostaqbal,8663.6702761
Cairo Airport,Al Sawah,10730.5450219
Cairo Airport,Al Mataria,10893.9861906
Cairo Airport,Al Amiriyyah,11661.0205502
Cairo Airport,Fateh,13587.5948777
Cairo Airport,Port Said,13726.7413695
Cairo Airport,Nasr,13788.6461615
Cairo Airport,El-Teraa El-,15483.3770662
Cairo Airport,El Mizalat,16867.6936348
Cairo Airport,Maadi,17928.280774
Cairo Airport,Cairo,18793.3045014
Cairo Airport,Al Amal,18863.277607
Cairo Airport,Katameya,19029.7742912
Cairo Airport,Tiba,21677.0686658
Cairo Airport,El Basatin,21836.8430278
Cairo Airport,Fom El-Khalig,22279.8471154
Cairo Airport,Imbaba,22646.3661672
Cairo Airport,El-Obour,24038.2015111
Cairo Airport,Athar an Naby,24952.8003114
Cairo Airport,Badr,27003.6007506
Cairo Airport,Giza,28185.6326469
Cairo Airport,El-Mounib,28729.4872773
Cairo Airport,Helwan,37026.8134597
11th District (Sheikh Zayed),Giza,24068.004008
11th District (Sheikh Zayed),El-Mounib,25580.8132801
11th District (Sheikh Zayed),Imbaba,26282.4046793
11th District (Sheikh Zayed),Tiba,27221.2274205
11th District (Sheikh Zayed),Badr,28061.4738417
11th District (Sheikh Zayed),Fom El-Khalig,29346.2031516
11th District (Sheikh Zayed),Athar an Naby,30234.1031894
11th District (Sheikh Zayed),El Mizalat,32038.5475534
11th District (Sheikh Zayed),El-Teraa El-,33423.9270259
11th District (Sheikh Zayed),El Basatin,34039.5484711
11th District (Sheikh Zayed),Port Said,35163.0085165
11th District (Sheikh Zayed),Al Amiriyyah,37199.8509795
11th District (Sheikh Zayed),El-Obour,37285.5517184
11th District (Sheikh Zayed),Fateh,37745.920993
11th District (Sheikh Zayed),Nasr,37782.1108791
11th District (Sheikh Zayed),Al Mataria,38010.8382014
11th District (Sheikh Zayed),Al Sawah,38099.8924826
11th District (Sheikh Zayed),Gesr Al Suez,45058.6343196
11th District (Sheikh Zayed),Al Amal,46290.0957866
11th District (Sheikh Zayed),Helwan,46609.6272934
11th District (Sheikh Zayed),Al-Mostaqbal,47294.3327032
11th District (Sheikh Zayed),Maadi,50044.5055464
11th District (Sheikh Zayed),Cairo,50941.3715892
11th District (Sheikh Zayed),Katameya,53228.9500138
1st Settlement Hospital (New Cairo),Al-Mostaqbal,7189.25087398
1st Settlement Hospital (New Cairo),Katameya,12541.687839
1st Settlement Hospital (New Cairo),Gesr Al Suez,12570.1425891
1st Settlement Hospital (New Cairo),Maadi,12724.544869
1st Settlement Hospital (New Cairo),Cairo,13219.3262827
1st Settlement Hospital (New Cairo),Al Amal,15321.3993925
1st Settlement Hospital (New Cairo),Fateh,16514.8342444
1st Settlement Hospital (New Cairo),Nasr,16542.4526826
1st Settlement Hospital (New Cairo),Al Sawah,17159.1776141
1st Settlement Hospital (New Cairo),Al Mataria,17668.0402915
1st Settlement Hospital (New Cairo),Al Amiriyyah,18216.5180537
1st Settlement Hospital (New Cairo),Port Said,20217.212111
1st Settlement Hospital (New Cairo),El-Teraa El-,21897.9522683
1st Settlement Hospital (New Cairo),El Basatin,23041.8461782
1st Settlement Hospital (New Cairo),El Mizalat,23192.6072356
1st Settlement Hospital (New Cairo),El-Obour,23503.0640771
1st Settlement Hospital (New Cairo),Fom El-Khalig,25505.3166731
1st Settlement Hospital (New Cairo),Athar an Naby,26838.6403031
1st Settlement Hospital (New Cairo),Tiba,27062.4777198
1st Settlement Hospital (New Cairo),Imbaba,27942.3614441
1st Settlement Hospital (New Cairo),Badr,29165.3505454
1st Settlement Hospital (New Cairo),El-Mounib,31329.4832336
1st Settlement Hospital (New Cairo),Giza,31491.3844298
1st Settlement Hospital (New Cairo),Helwan,33580.8691361
Qalyoub,El Mizalat,11379.2636779
Qalyoub,El-Teraa El-,11866.6720435
Qalyoub,Port Said,12815.2179421
Qalyoub,Tiba,13622.9852477
Qalyoub,Imbaba,14024.8702807
Qalyoub,Al Amiriyyah,14217.7607398
Qalyoub,Al Mataria,14416.5491907
Qalyoub,Al Sawah,15206.9338407
Qalyoub,Gesr Al Suez,19154.3765302
Qalyoub,Fom El-Khalig,20530.2788501
Qalyoub,Fateh,20849.0781846
Qalyoub,Nasr,21152.6569422
Qalyoub,Giza,22477.4896672
Qalyoub,El-Mounib,24854.4347499
Qalyoub,Athar an Naby,25047.7058339
Qalyoub,Badr,25233.5675484
Qalyoub,El Basatin,25513.0940069
Qalyoub,Al-Mostaqbal,27196.3592261
Qalyoub,El-Obour,30339.5803386
Qalyoub,Al Amal,33142.9321269
Qalyoub,Maadi,35012.2314367
Qalyoub,Cairo,36117.0398009
Qalyoub,Katameya,37606.2084741
Qalyoub,Helwan,45679.6016285
Mahmoudeya,Maadi,1796.4301874
Mahmoudeya,Al Amal,2310.33046308
Mahmoudeya,Cairo,2440.31228664
Mahmoudeya,Katameya,4794.4883122
Mahmoudeya,Al-Mostaqbal,9906.56425711
Mahmoudeya,El-Obour,12273.9544064
Mahmoudeya,Nasr,13486.7701284
Mahmoudeya,Fateh,13749.5152511
Mahmoudeya,El Basatin,14493.9037647
Mahmoudeya,Athar an Naby,18402.6916822
Mahmoudeya,Fom El-Khalig,19520.570395
Mahmoudeya,Helwan,19564.486867
Mahmoudeya,Al Sawah,19611.6607344
Mahmoudeya,Gesr Al Suez,20206.1870157
Mahmoudeya,Al Amiriyyah,20460.3276004
Mahmoudeya,Al Mataria,20519.5440003
Mahmoudeya,Badr,20714.1971526
Mahmoudeya,Port Said,21626.946461
Mahmoudeya,El-Teraa El-,22640.7336074
Mahmoudeya,El-Mounib,23206.0693662
Mahmoudeya,El Mizalat,23398.4606108
Mahmoudeya,Giza,24458.6629871
Mahmoudeya,Tiba,24512.8996915
Mahmoudeya,Imbaba,25040.332977
Matareya Square,Al Mataria,795.813420059
Matareya Square,Al Sawah,1496.32881086
Matareya Square,Al Amiriyyah,1673.20352138
Matareya Square,Port Said,3528.3767716
Matareya Square,El-Teraa El-,5248.51837292
Matareya Square,Gesr Al Suez,6389.53701225
Matareya Square,El Mizalat,6632.95913037
Matareya Square,Fateh,8627.92018613
Matareya Square,Nasr,8970.49810309
Matareya Square,Tiba,11812.80068
Matareya Square,Al-Mostaqbal,12725.5927587
Matareya Square,Imbaba,12802.3896436
Matareya Square,Fom El-Khalig,14424.9768602
Matareya Square,El Basatin,16441.4770824
Matareya Square,Athar an Naby,18260.9815895
Matareya Square,Giza,19703.4890367
Matareya Square,Badr,19777.7477397
Matareya Square,Al Amal,19874.9221154
Matareya Square,El-Obour,20339.0265296
Matareya Square,El-Mounib,20898.2904711
Matareya Square,Maadi,21051.2951427
Matareya Square,Cairo,22139.9256976
Matareya Square,Katameya,23406.38783
Matareya Square,Helwan,35414.7697143
Daewoo,Giza,34260.6670687
Daewoo,El-Mounib,34462.7482036
Daewoo,Badr,36770.3689725
Daewoo,Athar an Naby,39155.7334414
Daewoo,Imbaba,39915.2189343
Daewoo,Fom El-Khalig,40277.2080738
Daewoo,Tiba,40904.0299659
Daewoo,El Basatin,43144.4307778
Daewoo,El-Obour,44655.4345319
