route_id,route_shor,trip_id,trip_heads,trip_short,direction_,agency_id,headway_se,O_TERMINAL,LEN_KM,STD_FARE,route_time_s,buses,standard_buses,InputID,Al Amal,Al Amiriyyah,Al Sawah,Al-Mostaqbal,Athar an Naby,Badr,Cairo,El Mizalat,El-Mounib,El-Obour,El-Teraa El-,Fateh,Fom El-Khalig,Gesr Al Suez,Giza,Helwan,Imbaba,Maadi,Nasr,Port Said
CTA_1-1140,1-1140,CTA_1-1140_R,Imbaba,Moneeb-Imbaba,1,CTA,6688.0,Moneeb,24.034205150993305,3.0,11444.859595711096,5.0,4.0,Moneeb,36602.9478002,36737.333846,37163.01469,43985.5003558,4706.54070732,603.670463076,46065.91915440001,31873.7202648,5320.04651692,18138.56151146,33144.5291648,27057.7024704,11299.51211734,50029.417353,9419.27232604,43267.23616640001,23033.4341258,44464.47763380001,26702.3309244,34721.8799728
CTA_1-1140,1-1140,CTA_1-1140_O,Moneeb,Imbaba-Moneeb,0,CTA,6688.0,Imbaba,19.926859978845226,3.0,9488.980942307253,4.0,4.0,Imbaba,44528.2348526,18663.80934736,20273.0231032,39756.4880068,23418.2588514,24044.4502634,52333.5705682,9277.84474616,24085.930348,34808.7752186,11721.62928968,21515.0223696,14405.59065966,34510.2910686,20095.3109122,65044.14703759999,3745.09151178,50196.9963482,21844.8638278,14862.254772100001
CTA_1002,1002,CTA_1002_R,Matbaa,Masaken Ain Shams-Matbaa,1,CTA,1644.0,Masaken Ain Shams,41.86095254819283,4.0,19933.78692771087,29.0,26.0,Masaken Ain Shams,42083.43680500001,14396.10141506,13156.70394008,23601.6573502,46006.4668888,49484.5457372,44313.0090966,24220.630471,52160.4236934,47669.1653548,21489.3126508,24332.9875918,39080.3002428,3009.9433774,50137.9879696,76359.2765468,36727.36404,42306.063913,24933.431742400004,18141.23670674
CTA_1002,1002,CTA_1002_O,Masaken Ain Shams,Matbaa-Masaken Ain Shams,0,CTA,1644.0,Matbaa,37.05715665292347,4.0,17646.2650728207,26.0,26.0,Matbaa,28805.4411626,35767.4922366,35729.0718266,38207.6932642,4915.86221154,8433.5928692,38290.1260226,33183.8309146,13373.11503266,10118.92714468,33824.201627999995,23404.6575102,13288.18130164,47224.3073542,17074.0954651,37603.2275088,27130.5140728,36774.37749280001,22896.898963,34620.652102199994
CTA_1003,1003,CTA_1003_O,Bulaq Al Dakrur,Cairo Airport-Bulaq Al Dakrur,0,CTA,4270.0,Cairo Airport,41.049287686038745,3.0,19547.27985049464,11.0,11.0,Cairo Airport,37726.555214,23322.0411004,21461.0900438,17327.340552200007,49905.6006228,54007.2015012,37586.6090028,33735.3872696,57458.9745546,48076.40302219999,30966.7541324,27175.1897554,44559.6942308,8675.76883244,56371.26529380001,74053.62691939999,45292.7323344,35856.561548000005,27577.292323,27453.482739
CTA_1003,1003,CTA_1003_R,Cairo Airport,Bulaq Al Dakrur-Cairo Airport,1,CTA,4270.0,Bulaq Al Dakrur,41.50322767501426,3.0,19763.441750006787,11.0,11.0,Bulaq Al Dakrur,44286.3315836,27963.2995914,29187.0258972,44469.5401348,16228.46881768,15101.289027899998,53091.354288,19810.13166062,13870.98092776,30166.3025728,21954.848727,25369.0099604,9520.37197112,43431.3793888,9402.54128166,58481.5668464,7996.74225042,51118.728172,25413.6985534,24662.3335972
CTA_1004,1004,CTA_1004_O,Attaba,Isbiko-Attaba,0,CTA,4619.0,Isbiko,32.63417604505374,4.0,15540.083830977968,8.0,8.0,Isbiko,53922.6523066,32501.3323564,31354.5755982,33475.5449798,63724.4766946,67409.53075759999,53219.6635248,41820.8120092,70263.27896519999,63634.0474684,39189.9008138,41351.7776572,57171.4391232,17665.05247636,68334.6612104,90260.6168268,54598.66884119999,51625.0805726,41871.1235974,36023.9461186
CTA_1004,1004,CTA_1004_R,Isbiko,Attaba-Isbiko,1,CTA,4619.0,Attaba,32.116797926391065,4.0,15293.713298281458,8.0,8.0,Attaba,34511.697608800016,17288.23908322,17948.97745304,31821.0299886,16721.6888519,19151.62111138,42536.9015672,13235.44307628,21253.7930914,25526.2489486,13914.05075856,12763.78679892,8327.3343983,31662.0126298,19273.81255288,56249.882807,11927.7070081,40433.951638,12905.97519264,15171.93091102
CTA_1005,1005,CTA_1005_O,Obour Market,Dawaran Shubra-Obour Market,0,CTA,9649.0,Dawaran Shubra,36.752011436341704,3.0,17500.957826829374,5.0,5.0,Dawaran Shubra,40004.9485938,12753.52824346,14162.9068275,33609.1104322,23880.1679026,25706.008951400006,47280.5330444,5796.87880466,26926.1433572,32903.736834599986,7045.35388964,15999.65818238,14964.18311414,28472.053811,23834.066339,63700.1610186,9972.76637714,45105.3211646,16430.77053542,9391.03032026
CTA_1005,1005,CTA_1005_R,Dawaran Shubra,Obour Market-Dawaran Shubra,1,CTA,9649.0,Obour Market,39.457180657800095,3.0,18789.133646571478,5.0,5.0,Obour Market,53625.4999008,40697.0841266,39161.1856464,33714.7868092,69063.3526282,73161.7811276,50882.9683476,50737.3022408,76556.78162919999,66545.263976,47995.4243762,46334.57121559999,63593.3809704,24858.981229,75290.2949922,90526.7860638,63100.015141,49667.3854496,46731.4805602,44601.7831312
CTA_1006,1006,CTA_1006_O,Mazallat,Hadaba Wosta (Moqattam)-Mazallat,0,CTA,6778.0,Hadaba Wosta (Moqattam),33.006095718275176,4.0,15717.188437273891,6.0,6.0,Hadaba Wosta (Moqattam),12452.63368968,26833.5575808,25460.3514032,16014.30921556,24515.1591856,29286.8789396,19945.7490088,31440.4691102,33994.1930444,17591.02998982,30154.0059524,12185.76761818,24439.1890978,30890.6521696,35445.1343004,44041.5729314,34514.7000658,17852.26795442,11590.82361492,28518.2545746
CTA_1006,1006,CTA_1006_R,Hadaba Wosta (Moqattam),Mazallat-Hadaba Wosta (Moqattam),1,CTA,6778.0,Mazallat,30.56749596235119,4.0,14555.950458262472,6.0,6.0,Mazallat,44182.5090056,10699.326738,12664.83198186,35247.01403380001,29768.238192400004,31431.4528636,50824.4451252,320.29157882,32322.1390438,38565.1299752,3043.80822756,19610.78657182,20793.4191616,26293.2462896,28816.071029,69417.31155760001,12763.66094564,48620.7021744,20164.7808066,6557.3278185
CTA_1007,1007,CTA_1007_R,Abd Al Moneim Riad,Masaken Almaza-Abd Al Moneim Riad,1,CTA,4533.0,Masaken Almaza,17.353348859608005,3.0,8263.499456956193,5.0,5.0,Masaken Almaza,30678.4735928,12739.17503784,10612.7760417,14059.56776304,36795.0575394,40784.469696,33803.828216,22621.273853,44152.8515468,36556.1368856,20016.91538,14128.85000922,31239.823429400003,10277.47355712,43073.4465808,64761.3859954,32896.113934,31693.7420212,14607.09304568,16668.54277932
CTA_1007,1007,CTA_1007_O,Masaken Almaza,Abd Al Moneim Riad-Masaken Almaza,0,CTA,4533.0,Abd Al Moneim Riad,17.806463901678885,3.0,8479.268524608993,5.0,5.0,Abd Al Moneim Riad,37432.5782256,20081.4912426,21003.4491554,35655.1243402,15753.93422422,17277.107167200003,45741.5251118,14111.48990436,18609.44511154,26608.0047276,15458.11215292,16570.78651098,6670.37681376,35012.8215812,16006.742629299999,56884.9677832,8969.27528212,43674.8728776,16678.88712994,17397.29128852
CTA_1008,1008,CTA_1008_R,Saqr Quraish,Masaken Al Wehda-Saqr Quraish,1,CTA,5980.0,Masaken Al Wehda,25.09759726265078,3.0,11951.236791738464,5.0,5.0,Masaken Al Wehda,45794.9104042,8640.97912454,10766.2122617,34670.2872844,34209.555864,36110.84745,51738.2354534,4858.82902476,37160.676322199986,42062.8862708,3745.5577228,21282.9491648,25364.7003418,22939.0746122,33711.2424134,72927.58806719999,17491.59827908,49527.4459698,21913.215071,5146.93666556
CTA_1008,1008,CTA_1008_O,Masaken Al Wehda,Saqr Quraish-Masaken Al Wehda,0,CTA,5980.0,Saqr Quraish,25.37360335780416,3.0,12082.668265621029,5.0,5.0,Saqr Quraish,19833.33943062,31120.859702599995,30550.3054596,28818.673917400003,12470.33803344,17159.31826062,29223.3614124,31430.7354456,22108.6644326,7180.59016926,31261.857655,16615.10262666,16054.87675832,40139.2936822,24631.8346032,37949.9587982,29317.058703400005,27552.145105400006,15976.947180899999,31068.2405206
CTA_1009,1009,CTA_1009_O,Masaken Betcho,Attaba-Masaken Betcho,0,CTA,4396.0,Attaba,27.41659583887097,3.0,13055.521828033794,8.0,8.0,Attaba,34511.697608800016,17288.23908322,17948.97745304,31821.0299886,16721.6888519,19151.62111138,42536.9015672,13235.44307628,21253.7930914,25526.2489486,13914.05075856,12763.78679892,8327.3343983,31662.0126298,19273.81255288,56249.882807,11927.7070081,40433.951638,12905.97519264,15171.93091102
CTA_1009,1009,CTA_1009_R,Attaba,Masaken Betcho-Attaba,1,CTA,4396.0,Masaken Betcho,28.22911980261008,3.0,13442.438001242894,8.0,8.0,Masaken Betcho,10438.98658062,36273.531258,35178.6749628,25517.3708748,22212.3899576,26676.5331174,19900.76248886,38954.5306214,31676.927563200006,9613.65453282,38224.9279252,20982.4932364,26078.1453604,41651.2404678,34627.2044976,33318.5249336,38826.197852,18528.16846312,20299.5337528,37248.75141
CTA_1010,1010,CTA_1010_O,Attaba,1st Settlement (New Cairo)-Attaba,0,CTA,10800.0,1st Settlement (New Cairo),35.97969974813681,4.0,17133.190356255618,4.0,4.0,1st Settlement (New Cairo),28458.9347326,36138.6658824,34014.1201412,12900.403312100001,52068.8099918,56750.8158274,24230.7809082,45911.5286874,61144.5629676,45051.48932280001,43373.7186314,31833.4572004,49684.75855380001,25689.020679400004,61611.4023288,64942.64331919999,55035.8468732,23226.8108532,31849.244515400005,40070.4262114
CTA_1010,1010,CTA_1010_R,1st Settlement (New Cairo),Attaba-1st Settlement (New Cairo),1,CTA,10800.0,Attaba,35.091725116742666,4.0,16710.345293686983,4.0,4.0,Attaba,34511.697608800016,17288.23908322,17948.97745304,31821.0299886,16721.6888519,19151.62111138,42536.9015672,13235.44307628,21253.7930914,25526.2489486,13914.05075856,12763.78679892,8327.3343983,31662.0126298,19273.81255288,56249.882807,11927.7070081,40433.951638,12905.97519264,15171.93091102
CTA_1011,1011,CTA_1011_O,Giza Square,Kilo 4.5-Giza Square,0,CTA,2214.0,Kilo 4.5,26.16292475247457,3.0,12458.53559641646,14.0,14.0,Kilo 4.5,27171.951542000006,20451.014986200003,18324.5875572,7574.41322106,40392.0362648,44760.6460398,28367.257148400004,30173.6630568,48628.290976,37287.31502240001,27628.6642686,18095.8244561,36202.174381,13499.79019566,48232.0349568,63152.748396,39756.4911272,26415.4808908,18332.98609814,24336.592922
CTA_1011,1011,CTA_1011_R,Kilo 4.5,Giza Square-Kilo 4.5,1,CTA,2214.0,Giza Square,26.568778331319127,3.0,12651.799205390058,14.0,14.0,Giza Square,38354.1570214,30032.9768276,30768.1429118,41654.744209400014,8388.89678008,7715.06145922,47512.4500732,24045.7283072,8483.66042844,22678.9574436,25573.3313888,23131.859962,5004.9984469,44393.88498600001,7071.60587826,50624.3163374,14771.38845258,45665.921683,22963.9917192,27529.6683476
CTA_1021,1021,CTA_1021_R,8th District (Nasr City),Imbaba-8th District (Nasr City),1,CTA,10800.0,Imbaba,29.48770697041932,3.0,14041.765224009197,4.0,4.0,Imbaba,44528.2348526,18663.80934736,20273.0231032,39756.4880068,23418.2588514,24044.4502634,52333.5705682,9277.84474616,24085.930348,34808.7752186,11721.62928968,21515.0223696,14405.59065966,34510.2910686,20095.3109122,65044.14703759999,3745.09151178,50196.9963482,21844.8638278,14862.254772100001
CTA_1021,1021,CTA_1021_O,Imbaba,8th District (Nasr City)-Imbaba,0,CTA,10800.0,8th District (Nasr City),31.259891356088747,3.0,14885.662550518453,4.0,4.0,8th District (Nasr City),22391.6332378,22527.2661788,20451.7343956,3633.8876568000014,37791.376002,42329.2188314,23867.476238,31453.265949,46472.4284116,33368.038993799986,29109.5595786,16530.3810919,34557.8764172,18080.42906278,46562.0401512,58498.78797200001,39780.152874,21855.798018200006,16594.11892674,26070.8256556
CTA_1023,1023,CTA_1023_R,Ahmed Helmy,Badr-Ahmed Helmy,1,CTA,967.0,Badr,63.11190231871721,5.0,30053.28681843676,74.0,74.0,Badr,90066.514719,98399.266886,96463.370235,79117.973125,118122.9942194,122849.3387046,81715.8848534,108816.3713166,127327.1169352,109395.324991,106058.8025974,97817.6215032,115843.032678,83334.78555639999,127810.2725514,120427.6376326,119777.987452,82278.54153660001,97897.1419652,102544.8986916
CTA_1023,1023,CTA_1023_O,Badr,Ahmed Helmy-Badr,0,CTA,967.0,Ahmed Helmy,66.60975649855436,5.0,31718.931665978263,78.0,74.0,Ahmed Helmy,37266.6979358,15360.66036834,16365.82700662,32939.661928400004,19768.27842974,21781.583439200003,44995.85848600001,9941.93552872,23344.1909766,28950.575850200006,10913.7835968,14299.2892819,10954.599074299998,30507.774006,20706.0246682,59678.216961,9939.1203044,42857.7408182,14586.80167694,12660.65787474
CTA_1025,1025,CTA_1025_O,15th of May,Abd Al Moneim Riad-15th of May,0,CTA,6687.0,Abd Al Moneim Riad,47.34790147986967,5.0,22546.619752318893,8.0,8.0,Abd Al Moneim Riad,37432.5782256,20081.4912426,21003.4491554,35655.1243402,15753.93422422,17277.107167200003,45741.5251118,14111.48990436,18609.44511154,26608.0047276,15458.11215292,16570.78651098,6670.37681376,35012.8215812,16006.742629299999,56884.9677832,8969.27528212,43674.8728776,16678.88712994,17397.29128852
CTA_1025,1025,CTA_1025_R,Abd Al Moneim Riad,15th of May-Abd Al Moneim Riad,1,CTA,6687.0,15th of May,47.696618587399854,5.0,22712.675517809454,9.0,8.0,15th of May,41741.4728328,78257.9020722,77099.132854,61952.21719040001,55898.0007936,58102.8102342,42830.307552,80427.6739204,61926.03749700001,42676.1526534,79971.9024246,62979.864031,63693.4419132,81759.07197919999,66856.9106296,15842.20191958,77661.22918239997,44079.9699492,62297.9492078,79201.04215660003
CTA_1026,1026,CTA_1026_R,Abd Al Moneim Riad,Hadaba Wosta (Moqattam)-Abd Al Moneim Riad,1,CTA,11796.0,Hadaba Wosta (Moqattam),23.89807196400001,3.0,11380.034268571433,3.0,3.0,Hadaba Wosta (Moqattam),12452.63368968,26833.5575808,25460.3514032,16014.30921556,24515.1591856,29286.8789396,19945.7490088,31440.4691102,33994.1930444,17591.02998982,30154.0059524,12185.76761818,24439.1890978,30890.6521696,35445.1343004,44041.5729314,34514.7000658,17852.26795442,11590.82361492,28518.2545746
CTA_1026,1026,CTA_1026_O,Hadaba Wosta (Moqattam),Abd Al Moneim Riad-Hadaba Wosta (Moqattam),0,CTA,11796.0,Abd Al Moneim Riad,26.573922651294264,3.0,12654.248881568696,3.0,3.0,Abd Al Moneim Riad,37432.5782256,20081.4912426,21003.4491554,35655.1243402,15753.93422422,17277.107167200003,45741.5251118,14111.48990436,18609.44511154,26608.0047276,15458.11215292,16570.78651098,6670.37681376,35012.8215812,16006.742629299999,56884.9677832,8969.27528212,43674.8728776,16678.88712994,17397.29128852
CTA_1027,1027,CTA_1027_R,Abd Al Moneim Riad,Isbiko-Abd Al Moneim Riad,1,CTA,4643.0,Isbiko,33.35172443302611,3.0,15881.773539536243,9.0,9.0,Isbiko,53922.6523066,32501.3323564,31354.5755982,33475.5449798,63724.4766946,67409.53075759999,53219.6635248,41820.8120092,70263.27896519999,63634.0474684,39189.9008138,41351.7776572,57171.4391232,17665.05247636,68334.6612104,90260.6168268,54598.66884119999,51625.0805726,41871.1235974,36023.9461186
CTA_1027,1027,CTA_1027_O,Isbiko,Abd Al Moneim Riad-Isbiko,0,CTA,4643.0,Abd Al Moneim Riad,34.269454858737234,3.0,16318.788027970113,9.0,9.0,Abd Al Moneim Riad,37432.5782256,20081.4912426,21003.4491554,35655.1243402,15753.93422422,17277.107167200003,45741.5251118,14111.48990436,18609.44511154,26608.0047276,15458.11215292,16570.78651098,6670.37681376,35012.8215812,16006.742629299999,56884.9677832,8969.27528212,43674.8728776,16678.88712994,17397.29128852
CTA_1028,1028,CTA_1028_R,Ibrahim Bek,Giza Square-Ibrahim Bek,1,CTA,8982.0,Giza Square,24.14966464036482,3.0,11499.840304935628,4.0,3.0,Giza Square,38354.1570214,30032.9768276,30768.1429118,41654.744209400014,8388.89678008,7715.06145922,47512.4500732,24045.7283072,8483.66042844,22678.9574436,25573.3313888,23131.859962,5004.9984469,44393.88498600001,7071.60587826,50624.3163374,14771.38845258,45665.921683,22963.9917192,27529.6683476
CTA_1028,1028,CTA_1028_O,Giza Square,Ibrahim Bek-Giza Square,0,CTA,8982.0,Ibrahim Bek,23.56106262391313,3.0,11219.553630434824,3.0,3.0,Ibrahim Bek,48989.36389340001,10398.3518603,12311.2605254,36268.4810212,38834.6681364,40737.760074,54388.4009578,9404.59205542,41718.6410196,46373.2222166,8265.677225,24810.1229776,29998.605586,21831.0972814,38157.0170554,77199.6551608,21552.3524242,52185.9124424,25470.557236400004,8384.237402600002
CTA_103-1094,103-1094,CTA_103-1094_R,Motseian,Attaba-Motseian,1,CTA,8747.0,Attaba,16.33374205067269,3.0,7777.972405082232,3.0,2.0,Attaba,34511.697608800016,17288.23908322,17948.97745304,31821.0299886,16721.6888519,19151.62111138,42536.9015672,13235.44307628,21253.7930914,25526.2489486,13914.05075856,12763.78679892,8327.3343983,31662.0126298,19273.81255288,56249.882807,11927.7070081,40433.951638,12905.97519264,15171.93091102
CTA_103-1094,103-1094,CTA_103-1094_O,Attaba,Motseian-Attaba,0,CTA,8747.0,Motseian,14.329255531051846,3.0,6823.455014786593,2.0,2.0,Motseian,39910.7607194,30744.6115356,31567.5043576,43067.726199,9594.66933156,8212.0630609,49072.2307226,24300.4596562,8020.1654454,24068.066669,25966.749917200006,24438.5237662,6297.53945684,45336.3653836,5763.3994587,51635.0829486,14313.07571464,47225.4919956,24294.222679,28082.1153008
CTA_1030,1030,CTA_1030_R,Isbiko,Moassasa-Isbiko,1,CTA,5668.0,Moassasa,34.76923454163841,3.0,16556.77835316115,7.0,7.0,Moassasa,48676.6716978,12355.47808676,14481.95912912,38277.1731048,34685.245565,36112.5791006,54934.232343,5297.3722575,36657.713555,43666.2443834,6111.90339696,24063.9489366,25640.369320200003,26486.3373692,32810.5914672,74522.6663888,15839.79863052,52723.7605552,24660.0880762,8640.00370882
CTA_1030,1030,CTA_1030_O,Moassasa,Isbiko-Moassasa,0,CTA,5668.0,Isbiko,33.74580664257818,3.0,16069.431734561038,7.0,7.0,Isbiko,53922.6523066,32501.3323564,31354.5755982,33475.5449798,63724.4766946,67409.53075759999,53219.6635248,41820.8120092,70263.27896519999,63634.0474684,39189.9008138,41351.7776572,57171.4391232,17665.05247636,68334.6612104,90260.6168268,54598.66884119999,51625.0805726,41871.1235974,36023.9461186
CTA_1031,1031,CTA_1031_O,Imbaba,Masaken Betcho-Imbaba,0,CTA,2190.0,Masaken Betcho,28.39175095521475,4.0,13519.88140724512,15.0,14.0,Masaken Betcho,10438.98658062,36273.531258,35178.6749628,25517.3708748,22212.3899576,26676.5331174,19900.76248886,38954.5306214,31676.927563200006,9613.65453282,38224.9279252,20982.4932364,26078.1453604,41651.2404678,34627.2044976,33318.5249336,38826.197852,18528.16846312,20299.5337528,37248.75141
CTA_1031,1031,CTA_1031_R,Masaken Betcho,Imbaba-Masaken Betcho,1,CTA,2190.0,Imbaba,27.20311950289567,4.0,12953.86642995032,14.0,14.0,Imbaba,44528.2348526,18663.80934736,20273.0231032,39756.4880068,23418.2588514,24044.4502634,52333.5705682,9277.84474616,24085.930348,34808.7752186,11721.62928968,21515.0223696,14405.59065966,34510.2910686,20095.3109122,65044.14703759999,3745.09151178,50196.9963482,21844.8638278,14862.254772100001
CTA_1045,1045,CTA_1045_R,Abbasseya,Moneeb-Abbasseya,1,CTA,5600.0,Moneeb,21.25971699298772,3.0,10123.67475856558,5.0,4.0,Moneeb,36602.9478002,36737.333846,37163.01469,43985.5003558,4706.54070732,603.670463076,46065.91915440001,31873.7202648,5320.04651692,18138.56151146,33144.5291648,27057.7024704,11299.51211734,50029.417353,9419.27232604,43267.23616640001,23033.4341258,44464.47763380001,26702.3309244,34721.8799728
CTA_1045,1045,CTA_1045_O,Moneeb,Abbasseya-Moneeb,0,CTA,5600.0,Abbasseya,18.877776573103816,3.0,8989.41741576372,4.0,4.0,Abbasseya,32655.365378,9073.03555992,9103.09006542,24759.3619488,24566.9949068,27779.4215602,39223.4026968,11310.47908132,30399.5476618,29482.5756306,9954.05356886,8039.42974144,17311.81945678,22321.460379,28639.314338800006,60155.7467128,18346.90286896,37022.0518098,8627.5884725,8869.11591488
CTA_104S,104S,CTA_104S_R,Attaba,Bashtil-Attaba,1,CTA,2437.0,Bashtil,12.708725539481154,3.0,6051.774066419597,6.0,5.0,Bashtil,50302.5368704,24250.25498,26028.910885,46139.4721384,26172.5545138,25643.3381646,58354.4452498,14065.51099386,24408.403399000006,39023.9114894,16799.22397742,27812.516117000006,17866.23850896,40045.5898316,19597.80222044,68455.5153786,4044.6546754,56241.35118580001,28114.544526200007,20221.5392542
CTA_104S,104S,CTA_104S_O,Bashtil,Attaba-Bashtil,0,CTA,2437.0,Attaba,10.514273795974132,3.0,5006.797045701967,5.0,5.0,Attaba,34511.697608800016,17288.23908322,17948.97745304,31821.0299886,16721.6888519,19151.62111138,42536.9015672,13235.44307628,21253.7930914,25526.2489486,13914.05075856,12763.78679892,8327.3343983,31662.0126298,19273.81255288,56249.882807,11927.7070081,40433.951638,12905.97519264,15171.93091102
CTA_1053,1053,CTA_1053_R,7th District (Nasr City),Masaken Al Wehda-7th District (Nasr City),1,CTA,9516.0,Masaken Al Wehda,24.152066831497887,3.0,11500.984205475186,3.0,3.0,Masaken Al Wehda,45794.9104042,8640.97912454,10766.2122617,34670.2872844,34209.555864,36110.84745,51738.2354534,4858.82902476,37160.676322199986,42062.8862708,3745.5577228,21282.9491648,25364.7003418,22939.0746122,33711.2424134,72927.58806719999,17491.59827908,49527.4459698,21913.215071,5146.93666556
CTA_1053,1053,CTA_1053_O,Masaken Al Wehda,7th District (Nasr City)-Masaken Al Wehda,0,CTA,9516.0,7th District (Nasr City),24.85935505155773,3.0,11837.788119789397,3.0,3.0,7th District (Nasr City),20613.1802786,18251.30797656,16809.2864544,14377.34563402,25705.555233000006,30166.682081,26630.1159932,23890.232422,34246.0656532,23598.5407132,22256.3274232,5117.17081152,22436.2829322,23243.7394166,34391.0209394,52164.8883532,29328.245728,24424.809495,4883.03062532,20247.4457476
CTA_1057,1057,CTA_1057_R,Kobry El Qubba,Badr-Kobry El Qubba,1,CTA,1362.0,Badr,73.91607019721606,5.0,35198.128665340984,62.0,62.0,Badr,90066.514719,98399.266886,96463.370235,79117.973125,118122.9942194,122849.3387046,81715.8848534,108816.3713166,127327.1169352,109395.324991,106058.8025974,97817.6215032,115843.032678,83334.78555639999,127810.2725514,120427.6376326,119777.987452,82278.54153660001,97897.1419652,102544.8986916
CTA_106-1069,106-1069,CTA_106-1069_R,Attaba,Moneeb-Attaba,1,CTA,2789.0,Moneeb,15.125296521523554,3.0,7202.5221531064535,7.0,6.0,Moneeb,36602.9478002,36737.333846,37163.01469,43985.5003558,4706.54070732,603.670463076,46065.91915440001,31873.7202648,5320.04651692,18138.56151146,33144.5291648,27057.7024704,11299.51211734,50029.417353,9419.27232604,43267.23616640001,23033.4341258,44464.47763380001,26702.3309244,34721.8799728
CTA_106-1069,106-1069,CTA_106-1069_O,Moneeb,Attaba-Moneeb,0,CTA,2789.0,Attaba,14.753029138145447,3.0,7025.251970545451,6.0,6.0,Attaba,34511.697608800016,17288.23908322,17948.97745304,31821.0299886,16721.6888519,19151.62111138,42536.9015672,13235.44307628,21253.7930914,25526.2489486,13914.05075856,12763.78679892,8327.3343983,31662.0126298,19273.81255288,56249.882807,11927.7070081,40433.951638,12905.97519264,15171.93091102
CTA_1063,1063,CTA_1063_R,Zahraa Ain Shams,Attaba-Zahraa Ain Shams,1,CTA,5440.0,Attaba,17.973297503979193,5.0,8558.713097132948,4.0,4.0,Attaba,34511.697608800016,17288.23908322,17948.97745304,31821.0299886,16721.6888519,19151.62111138,42536.9015672,13235.44307628,21253.7930914,25526.2489486,13914.05075856,12763.78679892,8327.3343983,31662.0126298,19273.81255288,56249.882807,11927.7070081,40433.951638,12905.97519264,15171.93091102
CTA_1063,1063,CTA_1063_O,Attaba,Zahraa Ain Shams-Attaba,0,CTA,5440.0,Zahraa Ain Shams,17.029536408806155,5.0,8109.303051812453,4.0,4.0,Zahraa Ain Shams,42834.1764446,12331.46332964,11365.58437694,25085.225466,44771.7084596,48079.3862514,45593.1817326,21813.2517636,50560.6741818,47248.8683354,19116.6606419,23693.983908200003,37525.0566942,5552.0669685,48334.3598876,76424.89845780001,34461.7804692,43538.1992298,24327.4842752,15860.02031656
CTA_1068,1068,CTA_1068_R,Lebanon Square,Abbasseya-Lebanon Square,1,CTA,3876.0,Abbasseya,16.68752825198663,3.0,7946.442024755538,5.0,5.0,Abbasseya,32655.365378,9073.03555992,9103.09006542,24759.3619488,24566.9949068,27779.4215602,39223.4026968,11310.47908132,30399.5476618,29482.5756306,9954.05356886,8039.42974144,17311.81945678,22321.460379,28639.314338800006,60155.7467128,18346.90286896,37022.0518098,8627.5884725,8869.11591488
CTA_1068,1068,CTA_1068_O,Abbasseya,Lebanon Square-Abbasseya,0,CTA,3876.0,Lebanon Square,17.100624467691556,3.0,8143.15450842455,5.0,5.0,Lebanon Square,46688.84349940001,25947.0628376,27416.506239,44921.6741244,20408.8557824,19601.529042,55185.605628,16811.98148324,18358.16531334,33849.5334668,19240.68458368,25950.4450286,12700.51375238,41722.92670880001,13670.31204818,62732.25524959999,4021.08116862,53142.6305298,26114.110851400004,22291.0627494
CTA_1072,1072,CTA_1072_O,Mazallat,Abageyah-Mazallat,0,CTA,6098.0,Abageyah,16.39466937006788,3.0,7806.985414318038,4.0,3.0,Abageyah,28322.2699058,22342.5932938,22373.0019946,29745.8276434,11500.65255456,15338.04670394,36964.341415,20553.2399816,18967.01152748,17920.6751663,20787.0895774,11612.33595246,7200.79749782,34576.005742400004,18967.02249526,48708.387431,18365.57591488,34973.6693856,11331.64837646,21276.5592078
CTA_1072,1072,CTA_1072_R,Abageyah,Mazallat-Abageyah,1,CTA,6098.0,Mazallat,15.008270030621981,3.0,7146.795252677132,3.0,3.0,Mazallat,44182.5090056,10699.326738,12664.83198186,35247.01403380001,29768.238192400004,31431.4528636,50824.4451252,320.29157882,32322.1390438,38565.1299752,3043.80822756,19610.78657182,20793.4191616,26293.2462896,28816.071029,69417.31155760001,12763.66094564,48620.7021744,20164.7808066,6557.3278185
CTA_1073,1073,CTA_1073_R,Amr Ibn El Aas,Moassasa-Amr Ibn El Aas,1,CTA,8309.0,Moassasa,21.201812125657973,3.0,10096.10101221808,3.0,3.0,Moassasa,48676.6716978,12355.47808676,14481.95912912,38277.1731048,34685.245565,36112.5791006,54934.232343,5297.3722575,36657.713555,43666.2443834,6111.90339696,24063.9489366,25640.369320200003,26486.3373692,32810.5914672,74522.6663888,15839.79863052,52723.7605552,24660.0880762,8640.00370882
CTA_1073,1073,CTA_1073_O,Moassasa,Amr Ibn El Aas-Moassasa,0,CTA,8309.0,Amr Ibn El Aas,20.146325927744265,3.0,9593.488537021078,3.0,3.0,Amr Ibn El Aas,33366.0556282,28669.3485782,29076.140898400005,37457.7205982,5355.69701738,7745.50548552,42542.47412280001,24366.5367238,11032.54863816,18173.69189288,25400.3138058,19539.12045774,3751.45388874,42038.4918984,11529.47230224,47224.10740440001,17498.03433354,40710.4031874,19266.2414286,26772.7430554
